!,,,,,,,,+++,,,,+++,+++,,,---,,,,
@@,act_id,agent,action,act_object,act_target,start,end,narrative_time,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
+++,A01917,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,10,3,F,Reference to P1202,check again later; Translation,NULL,2021-07-02,MG,2021-07-03,MG
+++,A01918,P1215,AT45,PS00897,,2000..2050~,2000..2050~,,,SS00611,10,3,F,Reference to P1203,Translation,NULL,2021-07-02,MG,2021-07-03,MG
+++,A01919,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,10,3,F,Unknown work by P0324 ; reference to P1204,Translation,NULL,2021-07-02,MG,2021-07-03,MG
+++,A01920,P1215,AT45,PS00893,,2000..2050~,2000..2050~,,,SS00611,10,3,F,Reference to P1205,Translation,NULL,2021-07-02,MG,2021-07-03,MG
+++,A01921,P1216,AT01,Q0040,,2000..2050~,2000..2050~,,,SS00611,11,3,F,,Translation,NULL,2021-07-02,MG,2021-07-03,MG
+++,A01922,P1215,AT45,PS00895,,2000..2050~,2000..2050~,,,SS00611,11,3,F,,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01923,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P1136,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01924,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P0800,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01925,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P1206,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01926,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P1207,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01927,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P0186,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01928,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P1208,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01929,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P1209,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01930,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P0084,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01931,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P0446,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01932,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P0419,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01933,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P0634,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01934,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P1210,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01935,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00611,30-32,3,F,unknown work by P0258,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01936,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P1211,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01937,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P0384,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01938,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P0634,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01939,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P0258,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01940,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P1210,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01941,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P0084,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01942,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P1212,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01943,P1217,AT01,PS09999,,2000..2050~,2000..2050~,,reading changes her,SS00611,33,3,F,unknown work by P1213,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01944,P1216,AT01,PS09999,,2000..2050~,2000..2050~,,receives a letter from unknown person,SS00611,30,3,F,G15,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01945,P1216,AT01,PS09999,,2000..2050~,2000..2050~,,farewell letter,SS00611,38,3,F,G15,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01946,P1215,AT45,PS09999,,2000..2050~,2000..2050~,,Confucian Moralism,SS00611,47,3,F,unknown work by P0186,Translation,NULL,2021-07-03,MG,2021-07-03,MG
+++,A01947,P1225,AT45,AW00202,,2000..2050~,2000..2050~,,,SS00615,81,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01948,P1226,AT05,AW09999,,2000..2050~,2000..2050~,,paintings on the wall,SS00615,82,3,F,unknown artwork by P0660; AF01,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01949,P1226,AT05,AW09999,,2000..2050~,2000..2050~,,paintings on the wall,SS00615,82,3,F,unknown artwork by P0654; AF01,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01950,P1226,AT05,PS00560,,2000..2050~,2000..2050~,,,SS00615,86,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01951,P1226,AT05,AW09999,,2000..2050~,2000..2050~,,paintings on the wall,SS00615,82,3,F,unknown artwork by P1220; AF01,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01952,P1226,AT05,AW09999,,2000..2050~,2000..2050~,,paintings on the wall,SS00615,82,3,F,unknown artwork by P1221 ;AF01,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01953,P1226,AT05,AW09999,,2000..2050~,2000..2050~,,paintings on the wall,SS00615,82,3,F,unknown artwork by P1222 ; AF01,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01954,P1226,AT05,AW09999,,2000..2050~,2000..2050~,,paintings on the wall,SS00615,82,3,F,unknown artwork by P1223 ; AF01,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01955,P1226,AT05,AW09999,,2000..2050~,2000..2050~,,paintings on the wall,SS00615,82,3,F,unknown artwork by P1224 ;AF01,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01956,P1226,AT05,PS00898,,2000..2050~,2000..2050~,,,SS00615,86,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01957,P1225,AT45,Q0041,,2000..2050~,2000..2050~,,,SS00667,139,3,F,,Translation; German edition!,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01958,P1226,AT21,Q0042,,2000..2050~,2000..2050~,,,SS00667,139,3,F,,Translation; German edition!,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01959,P1226,AT01,PS00901,,2000..2050~,2000..2050~,,,SS00615,76,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01960,P1227,AT01,PS00901,,2000..2050~,2000..2050~,,,SS00617,210,3,F,L0014,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01961,P1227,AT01,PS00902,,2000..2050~,2000..2050~,,,SS00617,210,3,F,L0014,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01962,P1227,AT01,PS09999,,2000..2050~,2000..2050~,,Report on the research on a foreign newspaper,SS00617,197,3,F,unknown work; G22 ; L0014,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01963,P1227,AT01,PS09999,,2000..2050~,2000..2050~,,scientific paper,SS00617,206,3,F,unknown work; G19; L0014,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01964,P1228,AT70,AW09999,,2000..2050~,2000..2050~,,,SS00619,57,3,F,unknown artwork by P0095; AF05,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01965,P1228,AT70,AW09999,,2000..2050~,2000..2050~,,,SS00619,57,3,F,unknown artwork by P0663; AF05,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01966,P1228,AT17,PS00512,,2000..2050~,2000..2050~,,,SS00619,57,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01967,P1228,AT01,PS09999,,2000..2050~,2000..2050~,,Western novels,SS00619,57,3,F,unknown work; G04,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01968,P1230,AT01,PS09999,,2000..2050~,2000..2050~,,,SS00619,54,3,F,unknown work; G84,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01969,P1229,AT45,PS00903,,2000..2050~,2000..2050~,,OED for ‘copy’,SS00619,55,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01970,P1229,AT45,PS00904,,2000..2050~,2000..2050~,,as meta-text,SS00619,53;55,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01971,P1233,AT45,PS00905,,2000..2050~,2000..2050~,,as meta-text,SS00624,127,3,F,,Translation,NULL,2021-07-09,MG,2021-07-09,MG
+++,A01972,P1235,AT43,PS09999,,2000..2050~,2000..2050~,,Matthew never reads newspapers. He’s not interested in politics,SS00621,109,3,F,unknown work; G55,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01973,P1234,AT01,PS09999,,2000..2050~,2000..2050~,,He reads about and from China. Longing for home,SS00621,111,3,F,unknown work; G99,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01974,P1235,AT71,PS09999,,2000..2050~,2000..2050~,,he has access to all publications worldwide through wireless transmission. But he does not read it,SS00621,111,3,F,unknown work; G19,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01975,P1235,AT71,PS09999,,2000..2050~,2000..2050~,,he has access to all publications worldwide through wireless transmission. But he does not read it,SS00621,111,3,F,unknown work; literature in general,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01976,P1234,AT05,PS09999,,2000..2050~,2000..2050~,,a reference book on electronics on a bookshelf,SS00621,104,3,F,unknown work; G86,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01977,P1234,AT05,PS09999,,2000..2050~,2000..2050~,,pornographic novels on a bookshelf,SS00621,104,3,F,unknown work; G04,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01978,P1234,AT05,PS00906,,2000..2050~,2000..2050~,,,SS00621,104,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01979,P1234,AT05,PS00907,,2000..2050~,2000..2050~,,,SS00621,104,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01980,P1234,AT05,PS00908,,2000..2050~,2000..2050~,,,SS00621,104,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01981,P1234,AT05,AW09999,,2000..2050~,2000..2050~,,Records of the Beatles,SS00621,104,3,F,unknown artwork by I0002 ; AF05,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01982,P1234,AT05,AW09999,,2000..2050~,2000..2050~,,Rock n’ Roll records,SS00621,104,3,F,unknown artwork; AF05,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01983,P1234,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00621,114,3,F,unknown work by P1236,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01984,P1239,AT13,PS09999,,2008..2050~,2008..2050~,,writes an diary,SS00627,27,3,F,unknown work ; G14,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01985,P1239,AT13,PS09999,,2008..2050~,2008..2050~,,blog post,SS00627,13,3,F,unknown work ; G14,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01986,P1239,AT13,PS00909,,2008..2050~,2008..2050~,,reports in Art World Magazine,SS00627,,3,F,,page number 27? Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01987,P1239,AT13,PS09999,,2008..2050~,2008..2050~,,news media,SS00627,27,3,F,unknown work; G52,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01988,P1238,AT01,PS09999,,2008..2050~,2008..2050~,3,he reads the architect’s diary decades later,SS00627,9,3,F,unknown work ; G14,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01989,P1238,AT45,AW00211,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01990,P1238,AT45,AW00212,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01991,P1238,AT45,AW00213,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01992,P1238,AT45,AW00214,,2008..2050~,2008..2050~,,,SS00627,13,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01993,P1238,AT45,AW09999,,2008..2050~,2008..2050~,,,SS00627,13,3,F,unknown artwork by P1241,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01994,P1238,AT45,AW00215,,2008..2050~,2008..2050~,,,SS00627,39,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01995,P1238,AT45,AW00216,,2008..2050~,2008..2050~,,,SS00627,39,3,F,,Translation,NULL,2021-07-10,MG,2021-07-10,MG
+++,A01996,P1242,AT05,Q0040,,-0930,-0930,,story ends with a comment on the 3 laws of robotics. A 4th law is necessary: robot must not fall in love,SS00623,8,3,F,,Translation,NULL,2021-07-11,MG,2021-07-31,MG
+++,A01997,P1244,AT68,PS09999,,2000..2050~,2000..2050~,,,SS00629,145,3,F,unknown work; classical literature,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A01998,P1243,AT01,PS09999,,2000..2050~,2000..2050~,,reads the homework of Yiyi’s students,SS00629,148,3,F,unknown work,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A01999,P1243,AT01,PS00916,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02000,P1245,AT01,PS00916,,2000..2050~,2000..2050~,,interprets it ignoring all aesthetic qualities,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02001,P1243,AT01,PS00910,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02002,P1243,AT01,PS00911,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02003,P1243,AT01,PS00912,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02004,P1243,AT01,PS00913,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02005,P1243,AT01,PS00914,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02006,P1243,AT01,PS00915,,2000..2050~,2000..2050~,,,SS00629,149,3,F,,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02007,P1243,AT16,PS09999,,2000..2050~,2000..2050~,,God transforms into Li Bai; uses ink; gets drunk; throws up,SS00629,153ff,3,F,unknown work by P1246,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02008,P1244,AT51,PS09999,,2000..2050~,2000..2050~,,appreciation of the poetry cloud. Yiyi sees the beauty of technology,SS00629,172,3,F,unknown work; G10,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02009,P1243,AT13,PS09999,,2000..2050~,2000..2050~,,sees the limits of technology,SS00629,173,3,F,unknown work; G10,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02010,P1243,AT01,PS09999,,2000..2050~,2000..2050~,,has read some poems and predicts Yiyi’s future,SS00629,173,3,F,unknown work; G10,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02011,P1244,AT50,PS09999,,2000..2050~,2000..2050~,,technology is antipoetic,SS00629,160,3,F,unknown work; G10,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02012,P1243,AT19,PS09999,,2000..2050~,2000..2050~,,'The meaning of a poem does not depend on your approval nor mine nor anyone elses’. It is determined by time.’,SS00629,165,3,F,unknown work; G10,Translation,NULL,2021-07-11,MG,2021-07-11,MG
+++,A02013,P1251,AT45,Q0043,,2000..2050~,2000..2050~,,Adam Smith quote as motto to the story,SS00631,197,3,F,,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02014,P1251,AT45,PS09999,,2000..2050~,2000..2050~,,Reference to Paoxiao; creature of ancient myths,SS00631,199,3,F,unknown work; G83,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02015,P1251,AT45,Q0044,,2000..2050~,2000..2050~,,,SS00631,204,3,F,,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02016,P1251,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00631,215,3,F,unknown work by P1253; G19,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02017,P1251,AT01,PS00919,,2000..2050~,2000..2050~,,,SS00631,217,3,F,,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02018,P1251,AT05,PS09999,,2000..2050~,2000..2050~,,Meta-fictional comment. Unclear whether on Orphans or on Balin,SS00631,223,3,F,,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02019,P1254,AT45,PS00920,,2000..2050~,2000..2050~,,Meta-text,SS00630,,3,F,,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02020,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P0084,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02021,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1136,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02022,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P0800,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02023,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1255,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02024,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1256,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02025,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1257,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02026,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1258,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02027,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1259,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02028,P1254,AT05,PS09999,,2000..2050~,2000..2050~,,Demon challenges a row of renown physicists,SS00630,,3,F,unknown work by P1260,Translation,NULL,2021-07-14,MG,2021-07-14,MG
+++,A02029,P0999,AT21,Q0045,,2000..2050~,2000..2050~,,an inspector gives a political lesson starting with a quote from Book of Songs,SS00632,28,3,F,,Translation,NULL,2021-07-19,MG,2021-07-19,MG
+++,A02030,P1261,AT69,PS09999,,2000..2050~,2000..2050~,,Takes along a biology textbook after his friend died. Memento for the parents,SS00632,23;26,3,F,unknown work; G20,Translation,NULL,2021-07-19,MG,2021-07-19,MG
+++,A02031,P1263,AT01,PS09999,,2000..2050~,2000..2050~,,,SS00632,25,3,F,unknown work,Translation,NULL,2021-07-19,MG,2021-07-19,MG
+++,A02032,P1261,AT45,PS09999,,2000..2050~,2000..2050~,,Pea as nickname for a friend who claims that Mendel was his ancestor (meta-text),SS00632,23,3,F,unknown work by P1262,Translation,NULL,2021-07-19,MG,2021-07-19,MG
+++,A02033,P1261,AT05,AW09999,,2000..2050~,2000..2050~,,'Today all I have is my shell..’,SS00632,46,3,F,unknown artwork AF05,Translation,NULL,2021-07-19,MG,2021-07-19,MG
+++,A02034,P1265,AT45,PS00922,,2000..2050~,2000..2050~,,,SS00638,356,3,F,,Translation,NULL,2021-07-19,MG,2021-07-19,MG
+++,A02035,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,high resolution of I Pad compared to ‘another Gutenberg revolution’,SS00646,417,3,F,unknown work by P1267,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02036,P1266,AT45,AW00219,,2000..2050~,2000..2050~,,,SS00646,420,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02037,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,Vietnam War,SS00646,420,3,F,unknown work; G41,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02038,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00646,423ff,3,F,unknown work by P0337,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02039,P1266,AT45,PS00923,,2000..2050~,2000..2050~,,,SS00646,423ff,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02040,P1266,AT45,PS00924,,2000..2050~,2000..2050~,,,SS00646,423ff,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02041,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,Amazon Legend,SS00646,426,3,F,unknown work; G83,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02042,P1266,AT45,PS00925,,2000..2050~,2000..2050~,,,SS00646,426,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02043,P1266,AT45,Q0046,,2000..2050~,2000..2050~,,,SS00646,428,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02044,P1266,AT45,Q0047,,2000..2050~,2000..2050~,,,SS00646,441,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02045,P1266,AT45,Q0048,,2000..2050~,2000..2050~,,,SS00646,438,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02046,P1266,AT45,AW00217,,2000..2050~,2000..2050~,,,SS00646,434,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02047,P1266,AT45,AW00218,,2000..2050~,2000..2050~,,,SS00646,439,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02048,P1266,AT45,PS00926,,2000..2050~,2000..2050~,,,SS00646,439,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02049,P1266,AT45,PS00927,,2000..2050~,2000..2050~,,,SS00646,432,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02050,P1266,AT45,PS00873,,2000..2050~,2000..2050~,,,SS00646,441,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02051,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,'numerous literary and multimedia work celebrated the long youth’,SS00646,433,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02052,P1266,AT01,PS09999,,2000..2050~,2000..2050~,,reading ritual: buying a magazine; drinking tea,SS00646,435,3,F,unknown work,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02053,P1266,AT45,Q0047,,2000..2050~,2000..2050~,,,SS00646,443,3,F,,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02054,P1266,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00646,443,3,F,unknown work by P1276,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02055,P1277,AT45,PS09999,,2000..2050~,2000..2050~,,,SS00640,235,3,F,I0137,Translation,NULL,2021-07-21,MG,2021-07-21,MG
+++,A02056,P1277,AT45,PS00928,,2000..2050~,2000..2050~,,,SS00640,,3,F,,Translation,NULL,2021-07-23,MG,2021-07-23,MG
+++,A02057,P1175,AT45,PS00928,,2012..2013,2012..2013,,,SS00639,349,3,F,,Translation,NULL,2021-07-23,MG,2021-07-23,MG
+++,A02058,P1150,AT01,PS00929,,2000..2050~,2000..2050~,,,SS00655,109,3,F,,,NULL,2021-07-23,MG,2021-07-23,MG
+++,A02059,P1150,AT01,PS00930,,2000..2050~,2000..2050~,,,SS00655,109,3,F,,,NULL,2021-07-23,MG,2021-07-23,MG
+++,A02060,P1163,AT33,PS09999,,2030..2050~,2030..2050~,,Stories – if good – can be traded for a meal at the restaurant,SS00645,327-340,3,F,L0011,Translation,NULL,2021-06-12,MG,2021-07-25,MG
