!,,,,,,,,+++,+++,---,---,,,+++,+++,,,---,,,,
@@,act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,site_information,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00996,AG0117->P0132,AT10,W0323->PS00546,,1976..1979,1976..1979,,"The author published some translated chapters of Charlie Chaplin's autobiography on the magazine ""Foreign Films"" which was founded by Huang Tianmin.",,"The author published some translated chapters of Charlie Chaplin's autobiography on the magazine ""Foreign Films"" which was founded by Huang Tianmin.",W0430->SS00043,455,2,,,,en,2018-11-09,WH,2020-04-04->2018-11-09,DP->WH
->,A00997,AG0121->P0136,AT32,W0594->AW00145,,1970,1970,,People focused on production during the day and then revolution for the night. Upon the beginning of the study session every night then they would sing this song together.,SP0075,People focused on production during the day and then revolution for the night. Upon the beginning of the study session every night then they would sing this song together.,W0437->SS00110,496,2,,,,en,2018-11-10,WH,2021-01-09->2018-11-19,MG->WH
->,A00998,AG0121->P0136,AT05,W0595->AW00146,,197x,197x,,The factory where the author worked established a propaganda team of Mao thoughts which performed revolutionary model opera like this.,SP0439,The factory where the author worked established a propaganda team of Mao thoughts which performed revolutionary model opera like this.,W0437->SS00110,497,2,,,,en,2018-11-10,WH,2021-01-09->2018-11-10,MG->WH
->,A00999,AG0324->P0362,AT05,W0596->AW00147,,1967..1973,1967..1973,,At that time girls wrapped their grown-up breasts tightly just like what was showed in this movie. The revolutionary spirit and asceticism were prevailing in the school.,,At that time girls wrapped their grown-up breasts tightly just like what was showed in this movie. The revolutionary spirit and asceticism were prevailing in the school (SP0446).,W0516->SS00272,509,2,,,,en,2018-11-10,WH,2021-01-09->2018-11-10,MG->WH
->,A01000,AG0124->P0139,AT05,W0398->PS00631,,1966,1976,,Xiao Xiao mentions it as one of the most important neibu books of the CR,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474->SS00152,7-10,2,,,,en,2018-12-15,MG,2020-04-04->2019-08-25,DP->WH
->,A01001,AG0252->P0276,AT01,W0242->PS00462,,1972,1972,,The author just finished reading this work and used his content to analyze emotional issues for friends.,,The author just finished reading this work and used his content to analyze emotional issues for friends.,W0499->SS00209,284,2,,,,en,2018-12-15,MG,2020-04-04->2019-08-25,DP->WH
->,A01002,AG0114->P0120,AT05,W0400->PS00612,,19xx,19xx,,P0691 wrote down this poem to remember the unhappy feelings of his ex-wife.,,AG0497 wrote down this poem to remember the unhappy feelings of his ex-wife.,W0429->SS00030,54,2,,,,en,2018-12-15,MG,2021-01-09->2019-08-25,MG->WH
->,A01003,AG0011->P0011,AT05,W0554->AW09999,,1966..1976,1966..1976,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.,W0477->SS00155,56,2,,unknown work by: AG0498 AF01->unknown work by: P0692 AF01,,en,2018-12-17,MG,2020-04-04->2019-06-20,DP->WH
->,A01004,AG0117->P0132,AT05,W0554->AW09999,,1978~,1978~,,She first recognized impressionism in P0167’s home.,,She first recognized impressionism in AG0144’s home (SP0442.),W0430->SS00043,452,2,,unknown work by: AG0498 AF01->unknown work by: P0692 AF01,,en,2018-12-17,MG,2021-01-09->2019-06-20,MG->WH
->,A01005,AG0252->P0276,AT05,W0554->AW09999,,1972~,1972~,,The author talked about this person during the call with P0277.,,The author talked about this person during the call with AG0253.,W0499->SS00209,284,2,,unknown work by: AG0499 AF01 or AF08->unknown work by: P0693 AF01 or AF08,,en,2018-12-17,MG,2021-01-09->2019-06-20,MG->WH
->,A01006,AG0156->P0180,AT05,W0263->PS00483,,1966..1976,1966..1976,,unknown,,unknown,W0435->SS00108,327,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2020-04-04->2018-12-17,DP->MG
->,A01007,AG0123->P0138,AT05,W0554->AW09999,,1966..1976,1966..1976,,unknown,,unknown,W0438->SS00111,196,2,,unknown work by: AG0500 AF05->unknown work by: P0694 AF05,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2020-04-04->2018-12-17,DP->MG
->,A01008,AG0197->P0221,AT05,W0260->PS00480,,1970..1979,1970..1979,,unknown,,unknown,W0490->SS00170,238,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2020-04-04->2018-12-17,DP->MG
->,A01009,AG0252->P0276,AT05,W0257->PS00477,,1978~,1978~,,unknown,,unknown,W0499->SS00209,298,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2020-04-04->2018-12-17,DP->MG
->,A01010,AG0118->P0133,AT05,W0401->PS00613,,19xx,19xx,,unknown,,unknown,W0491->SS00193,542,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2020-04-04->2018-12-17,DP->MG
->,A01011,AG0114->P0120,AT05,W0414->PS09999,,1964~,1964~,,mentioned as explanation for increasing importance of the left,,mentioned as explanation for increasing importance of the left,W0429->SS00030,62,2,,unknown work by: AG0150->unknown work by: P0174,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04->2018-12-30,DP->MG
->,A01012,AG0103->P0106,AT05,W0414->PS09999,,19xx,19xx,,unknown,,unknown,W0419->SS00005,574,2,,unknown work by: AG0150->unknown work by: P0174,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04->2018-12-30,DP->MG
->,A01013,AG0114->P0120,AT01,W0402->PS00614,,1971..1972,1971..1972,,read in L0002,SP0002,,W0429->SS00030,110,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2021-01-09->2018-12-30,MG
->,A01014,AG0195->P0219,AT01,W0402->PS00614,,1968~,1968~,,mentions that actually no one really believed in or cared about 语录 in the village. They just followed the instructions from above by putting up some words from it.,SP0114,mentions that actually no one really believed in or cared about 语录 in the village. They just followed the instructions from above by putting up some words from it.,W0488->SS00190,262,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2021-01-09->2018-12-30,MG
->,A01015,AG0018->P0018,AT01,W0402->PS00614,,1968~,1968~,,studying the Quotations was part of the daily routine after the classes were cancelled,,studying the Quotations was part of the daily routine after the classes were cancelled,W0480->SS00158,306,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04->2018-12-30,DP->MG
->,A01016,AG0103->P0106,AT05,W0414->PS09999,,19xx,19xx,,unknown,,unknown,W0419->SS00005,583,2,,unknown work by: AG0502->unknown work by P0696,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04->2018-12-30,DP->MG
->,A01017,AG0003->P0003,AT40->AT32,W0625->AW00207,,1970~,1970~,,He sang this song which he once taught to P0785.,,He sang this song which he once taught to AG0591.,W0486->SS00185,125,2,,,,en,2018-12-30,MG,2021-01-09->2019-11-22,MG
->,A01018,AG0003->P0003,AT05,W0403->PS00615,,19xx,19xx,,unknown,,unknown,W0486->SS00185,139,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04->2018-12-30,DP->MG
->,A01019,AG0003->P0003,AT05,W0404->PS00616,,19xx,19xx,,unknown,,unknown,W0486->SS00185,139,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04->2018-12-30,DP->MG
->,A01020,AG0106->P0109,AT01,W0405->PS00617,,1966..1976,1966..1976,,recommended by a friend (possibly penpal),,recommended by a friend (possibly penpal),W0425->SS00014,301,2,,,,en,2018-12-30,MG,2020-04-04->2018-12-30,DP->MG
->,A01022,AG0017->P0017,AT05,W0414->PS09999,,19xx,19xx,,unknown,,unknown,W0422->SS00009,220,2,,unknown work by: AG0380->unknown work by: P0418,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2020-04-04->2018-12-31,DP->MG
->,A01023,AG0103->P0106,AT05,W0414->PS09999,,19xx,19xx,,unknown,,unknown,W0419->SS00005,583,2,,unknown work by: AG0381->unknown work by: P0419,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2020-04-04->2018-12-31,DP->MG
->,A01024,AG0252->P0276,AT05,W0414->PS09999,,1972..,1972..,,After Nixon’s visit to China P0416’s name began to become well known in some small circles of people.,,After Nixon’s visit to China P0416’s name began to become well known in some small circles of people.,W0499->SS00209,290,2,,unknown work by: AG0378->unknown work by: P0416,,en,2018-12-31,MG,2020-04-04->2019-06-20,DP->WH
->,A01025,AG0035->P0035,AT01,W0095->PS00218,,19xx,19xx,,,,,W0444->SS00117,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2020-04-04->2018-12-31,DP->MG
->,A01026,AG0113->P0119,AT01,W0095->PS00218,,1971,1971,,He was dissapointed by the reality and blamed the Pavel Korchagin way of life pursuit is the reason why he made multiple mistakes.,,He was dissapointed by the reality and blamed the Pavel Korchagin way of life pursuit is the reason why he made multiple mistakes.,W0426->SS00026,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299 read during rustication?->please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2021-01-09->2018-12-31,MG
->,A01027,AG0011->P0011,AT05,W0095->PS00218,,19xx,19xx,,unknown,,unknown,W0477->SS00155,56,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2020-04-04->2018-12-31,DP->MG
->,A01028,AG0043->P0043,AT05,W0626->AW00208,,19xx,19xx,,unknown,,unknown,W0472->SS00150,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04->2019-01-02,DP->MG
->,A01029,AG0122->P0137,AT05,W0554->AW09999,,19xx,19xx,,unknown,,unknown,W0485->SS00163,350,2,,unknown work by: AG0337 AF01->unknown work by: P0375 AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04->2019-01-02,DP->MG
->,A01030,AG0117->P0132,AT05,W0554->AW09999,,1978~,1978~,,Chen found that Mr.Yan Wenliang's paintings had the features of Monet; Pissarro and Renoir.,,Chen found that Mr.Yan Wenliang's paintings had the features of Monet; Pissarro and Renoir.,W0430->SS00043,452,2,,unknown work by: AG0337 AF01->unknown work by: P0375 AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04->2019-01-02,DP->MG
->,A01031,AG0123->P0138,AT05,W0554->AW09999,,19xx..1966,19xx..1966,,unknown,,unknown,W0438->SS00111,198,2,,unknown work by: AG0338->unknown work by: P0376,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04->2019-01-02,DP->MG
->,A01032,AG0122->P0137,AT05,W0554->AW09999,,19xx,19xx,,unknown,,unknown,W0485->SS00163,353,2,,unknown work by: AG0338->unknown work by: P0376,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04->2019-01-02,DP->MG
->,A01033,AG0103->P0106,AT05,W0554->AW09999,,1967,1967,,unknown,,unknown,W0419->SS00005,565,2,,unknown work by: AG0338->unknown work by: P0376,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04->2019-01-02,DP->MG
->,A01034,AG0118->P0133,AT05,W0414->PS09999,,19xx,19xx,,unknown,,unknown,W0476->SS00154,537,2,,unknown work by: AG0339->unknown work by: P0377,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04->2019-01-02,DP->MG
->,A01035,AG0114->P0120,AT05,W0414->PS09999,,196x..197x,196x..197x,,Zhang mentions Edison as an item which appears in his uncle‘s notebook,,Zhang mentions Edison as an item which appears in his uncle‘s notebook,W0429->SS00030,52,2,,unknown work by: AG0418->unknown work by: P0521,,en,2019-01-08,MG,2020-04-04->2019-01-08,DP->MG
->,A01036,AG0124->P0139,AT05,W0070->PS00181,,19xx,19xx,,unknown,,unknown,W0474->SS00152,7-10,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2020-04-04->2019-01-08,DP->MG
->,A01037,AG0156->P0180,AT05,W0070->PS00181,,19xx,19xx,,unknown,,unknown,W0435->SS00108,327,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2020-04-04->2019-01-08,DP->MG
->,A01038,AG0104->P0107,AT05,W0070->PS00181,,19xx,19xx,,unknown,,unknown,W0510->SS00247,78,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2020-04-04->2019-01-08,DP->MG
->,A01039,AG0252->P0276,AT05,W0070->PS00181,,19xx,19xx,,unknown,,unknown,W0499->SS00209,284,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-08,MG,2020-04-04->2019-01-08,DP->MG
->,A01040,AG0114->P0120,AT05,W0414->PS09999,,196x..197x,196x..197x,,Zhang mentions Einstein as an item which appears in his uncle‘s notebook,,Zhang mentions Einstein as an item which appears in his uncle‘s notebook,W0429->SS00030,52,2,,unknown work by: AG0606->unknown work by: P0800,,en,2019-01-08,MG,2020-04-04->2019-01-08,DP->MG
->,A01041,AG0114->P0120,AT05,W0414->Q0011,,1964~,1964~,,explains what the quotation means to him. also used as motto to the shouchaoben The Second Handshake,,explains what the quotation means to him. also used as motto to the shouchaoben The Second Handshake,W0429->SS00030,61,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-01,MG,2020-04-04->2019-02-01,DP->MG
->,A01042,AG0125->P0140,AT05,W0554->AW09999,,1970..197x,1970..197x,,To the author the 1970s was not only about sufferings and pains but also beautiful and romantic memories in the coutryside.,SP0070,To the author the 1970s was not only about sufferings and pains but also beautiful and romantic memories in the coutryside.,W0479->SS00157,79,2,,unknown work AF01. Chen refers to the Barbizon school (Ecole de Barbizon) which was an art movement towards Realism (~2nd half of 19th century)->unknown artwork AF01. Chen refers to the Barbizon school (Ecole de Barbizon) which was an art movement towards Realism (~2nd half of 19th century),,en,2019-02-04,MG,2021-01-09->2019-06-15,MG->WH
->,A01043,AG0003->P0003,AT05,W0378->PS00600,,19xx,19xx,,unknown,,unknown,W0486->SS00185,112,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-04,MG,2020-04-04->2019-02-04,DP->MG
->,A01044,AG0018->P0018,AT05,W0378->PS00600,,19xx,19xx,,unknown,,unknown,W0480->SS00158,311,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-04,MG,2020-04-04->2019-02-04,DP->MG
->,A01045,AG0114->P0120,AT05,W0378->PS00600,,19xx,19xx,,unknown,,unknown,W0429->SS00030,9999,2,,,there is no source given just the reader‘s name: Zhang Yang check SS00030 see issue #299,en,2019-02-04,MG,2020-04-04->2019-02-11,DP->MG
->,A01046,AG0003->P0003,AT01,W0378->PS00601,,1963..1965~,1963..1965~,,unknown,,unknown,W0439->SS00112,46,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-04,MG,2020-04-04->2019-02-04,DP->MG
->,A01047,AG0061->P0062,AT01,W0075->PS00187,,1969,1970,,she describes the personal gain she got out of reading (self-confidence and political understanding) read in L0002,SP0002,she describes the personal gain she got out of reading (self-confidence and political understanding),W0440->SS00113,474,2,,,,en,2019-02-04,MG,2020-12-09->2019-02-04,MG
->,A01048,AG0626->P0999,AT03,W0075->PS00187,AG0061->P0062,1969,1969,,in L0002. First in a chinese version then later in german,SP0002,First in a chinese version then later in german,W0440->SS00113,474,2,,,,en,2019-02-04,MG,2020-12-09->2019-02-04,MG
->,A01049,AG0104->P0107,AT05,W0556->AW00201,,19xx,19xx,,unknown,,unknown,W0423->SS00011,78,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-11,MG,2020-04-04->2019-02-11,DP->MG
->,A01050,AG0607->P0801,AT11,W0556->AW00201,,19xx,19xx,,Wang Shiqiang mentions Huang as translator,,Wang Shiqiang mentions Huang as translator,W0423->SS00011,78,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-11,MG,2020-04-04->2019-02-11,DP->MG
->,A01051,AG0037->P0037,AT01,W0381->PS00622,,1962,1962,,,,,W0445->SS00118,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-11,MG,2020-04-04->2019-03-18,DP
->,A01052,AG0626->P0999,AT03,W0381->PS00622,AG0037->P0037,1962,1962,,his parents gave him the book,,his parents gave him the book,W0445->SS00118,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-11,MG,2020-04-04->2019-03-18,DP
->,A01053,AG0020->P0020,AT05,W0383->PS00623,,1969,1969,,Gao Hua mentions that  during the times when any connection with abroad was limited this book was a source of information on the current state of affairs in the Soviet Union. From reading this book Gao Hua also found about famous Lumumba's People's Friendship University in Moscow which enrolled the students from Asia Africa and Latin America.,,Gao Hua mentions that  during the times when any connection with abroad was limited this book was a source of information on the current state of affairs in the Soviet Union. From reading this book Gao Hua also found about famous Lumumba's People's Friendship University in Moscow (SP0030w)hich enrolled the students from Asia Africa and Latin America.,W0420->SS00006,135,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-02-11,MG,2020-04-04->2019-03-18,DP
->,A01054,AG0105->P0108,AT05,W0071->PS00182,,19xx,19xx,,unknown,,unknown,W0424->SS00012,9999,2,,,please check the source again to adjust act type and other relevant info see issue #299 there is no page number given! (maybe 159),en,2019-02-01,MG,2020-04-04->2019-02-11,DP->MG
->,A01055,AG0156->P0180,AT05,W0115->PS00241,,19xx,19xx,,unknown,,unknown,W0435->SS00108,327,2,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04->2019-02-18,DP->MG
->,A01056,AG0124->P0139,AT05,W0118->PS00244,,19xx,19xx,,unknown,,unknown,W0474->SS00152,7-10,2,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04->2019-02-18,DP->MG
->,A01057,AG0103->P0106,AT05,W0118->PS00244,,19xx,19xx,,unknown,,unknown,W0419->SS00005,581,2,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04->2019-02-18,DP->MG
->,A01058,AG0103->P0106,AT05,W0119->PS00245,,19xx,19xx,,unknown,,unknown,W0419->SS00005,581,2,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04->2019-02-18,DP->MG
->,A01059,AG0124->P0139,AT05,W0119->PS00245,,19xx,19xx,,unknown,,unknown,W0474->SS00152,7-10,2,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04->2019-02-18,DP->MG
->,A01060,AG0035->P0035,AT20,W0630->AW00209,,1956,1956,,played the leading part in Qingdao,SP0450,played the leading part in Qingdao,W0445->SS00118,ONLINE SOURCE,2,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2021-01-09->2019-02-18,MG
->,A01061,AG0117->P0132,AT05,W0554->AW09999,,19xx,19xx,,unknown,,unknown,W0430->SS00043,448,2,,unknown work by: AG0611 and AG0612 AF05->unknown work by: P0805 and P0806 AF05,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04->2019-02-18,DP->MG
->,A01062,AG0124->P0139,AT05,W0115->PS00241,,196x,197x,,unknown,,unknown,W0474->SS00152,7-10,2,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04->2019-02-18,DP->MG
->,A01063,AG0506->P0700,AT09,W0055->P0186,,1974->197x,1974->197x,,,,,W0523->SS00255,162,2,,,,en,2019-02-18,LH,2021-03-11->2019-02-18,MG->LH
->,A01064,AG0506->P0700,AT26,W0055->P0186,,1974->197x,1974->197x,,,,,W0523->SS00255,162,2,,,,en,2019-02-18,LH,2021-03-11->2019-02-18,MG->LH
->,A01065,AG0506->P0700,AT02,W0105->PS00228,,1974->197x,1974->197x,,,,,W0523->SS00255,164,2,,,,en,2019-02-18,LH,2021-03-11->2019-02-18,MG->LH
->,A01066,AG0506->P0700,AT01,W0414->P0181,AG0157->,1974->197x,1974->197x,,she describes that she read in particular the footnotes of the Marxist works as they gave references to works otherwise forbidden in China,,she describes that she read in particular the footnotes of the Marxist works as they gave references to works otherwise forbidden in China,W0523->SS00255,164,2,,,,en,2019-02-18,LH,2021-03-11->2019-02-18,MG->LH
->,A01067,AG0506->P0700,AT01,W0414->P0638,AG0444->,1974->197x,1974->197x,,she describes that she read in particular the footnotes of the Marxist works as they gave references to works otherwise forbidden in China,,she describes that she read in particular the footnotes of the Marxist works as they gave references to works otherwise forbidden in China,W0523->SS00255,164,2,,,,en,2019-02-18,LH,2021-03-11->2019-02-18,MG->LH
->,A01068,AG0506->P0700,AT01,W0385->PS00604,,1974,1974,,,,,W0523->SS00255,161,2,,,,en,2019-02-18,LH,2020-04-04->2019-02-18,DP->LH
->,A01069,AG0614->P0808,AT01,W0387->PS00625,,1970,1970,,It was a banned book of course… Because of the malaria problem we all slept under mosquito nets and once you dropped your net you could read as you liked. And so it happend that Landaus became my most beloved (and only) after-hours reading materisl,,It was a banned book of course… Because of the malaria problem we all slept under mosquito nets and once you dropped your net you could read as you liked. And so it happend that Landaus became my most beloved (and only) after-hours reading materisl,W0529->SS00261,147,2,,,,en,2019-02-19,LH,2020-04-04->2019-03-18,DP
->,A01070,AG0116->P0131,AT01,W0389->PS00626,,1975,1975,,unknown,,unknown,W0475->SS00153,560,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-18,DP
->,A01071,AG0106->P0109,AT01,W0414->PS09999,,1969..1972,1969..1972,,recommended by a friend (possibly penpal),SP0436,recommended by a friend (possibly penpal),W0425->SS00014,301,2,,unknown work by: AG0617 G13->unknown work by: P0811 G13,,en,2019-03-09,MG,2021-01-09->2019-03-09,MG
->,A01072,AG0106->P0109,AT26,W0414->PS09999,,1969..1972,1969..1972,,one of his favourite writers back then,SP0436,one of his favourite writers back then,W0425->SS00014,301,2,,unknown work by: AG0617 G13->unknown work by: P0811 G13,,en,2019-03-09,MG,2021-01-09->2019-03-09,MG
->,A01073,AG0134->P0154,AT01,W0391->PS00627,,197x,197x,,The author has lost interest before the exam but just want to read the revolutionary novel.,,The author has lost interest before the exam but just want to read the revolutionary novel.,W0482->SS00160,389,2,,,,en,2019-03-09,MG,2020-04-04->2019-08-25,DP->WH
->,A01074,AG0029->P0029,AT01,W0393->PS00628,,1966..196x,1966..196x,,,,,W0428->SS00029,120,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-18,DP
->,A01075,AG0029->P0029,AT09,W0393->PS00628,,1966..196x,1966..196x,,knows the poem by heart,,knows the poem by heart,W0428->SS00029,120,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-18,DP
->,A01076,AG0143->P0166,AT03,W0393->PS00628,AG0029->P0029,196x,196x,,from her private collection,,from her private collection,W0428->SS00029,120,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-18,DP
->,A01077,AG0020->P0020,AT01,W0397->PS00610,,1969,1969,,,,,W0420->SS00006,134f,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-09,DP->MG
->,A01078,AG0020->P0020,AT01,W0395->PS00609,,1969,1969,,,,,W0420->SS00006,134f,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-09,DP->MG
->,A01079,AG0020->P0020,AT44,W0395->PS00609,,1969,1969,,,,,W0420->SS00006,134f,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-09,DP->MG
->,A01080,AG0020->P0020,AT44,W0397->PS00610,,1969,1969,,,,,W0420->SS00006,134f,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-09,DP->MG
->,A01081,AG0003->P0003,AT05,W0177->PS00347,,1970?,1970?,,The author regrets that he has not had a love story with a girl such as the story from this work.,,The author regrets that he has not had a love story with a girl such as the story from this work.,W0486->SS00185,124,2,,,,en,2019-03-09,MG,2020-04-04->2019-06-23,DP->WH
->,A01082,AG0011->P0011,AT05,W0370->PS00593,,1972~,1972~,,Due to frequent checks she did not know where the poems were that others had given her.,SP0137,Due to frequent checks she did not know where the poems were that others had given her.,W0477->SS00155,55,2,,,,en,2019-03-09,MG,2021-01-09->2019-06-22,MG->WH
->,A01083,AG0118->P0133,AT05,W0414->PS09999,,19xx,19xx,,unknown,,unknown,W0476->SS00154,536,2,,unknown work by: AG0621->unknown work by: P0815,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04->2019-03-09,DP->MG
->,A01084,AG0103->P0106,AT05,W0414->PS09999,,1972~,1972~,,"This book belonged to the ""neibu"" collection at that time.",SP0055,"This book belonged to the ""neibu"" collection at that time.",W0419->SS00005,580,2,,unknown work by: AG0201 G24->unknown work by: P0225 G24,,en,2019-03-09,MG,2021-01-09->2019-06-22,MG->WH
->,A01100,AG0324->P0362,AT05,W0597->AW00148,,1967..1973,1967..1973,,The author was deprived of performing in these plays for her obvious body shape.,,The author was deprived of performing in these plays for her obvious body shape.,W0516->SS00272,509,2,,,,en,2018-11-11,WH,2020-04-04->2018-11-11,DP->WH
->,A01101,AG0324->P0362,AT05,W0598->AW00149,,1967..1973,1967..1973,,The author was deprived of performing in these plays for her obvious body shape.,,The author was deprived of performing in these plays for her obvious body shape.,W0516->SS00272,509,2,,,,en,2018-11-11,WH,2020-04-04->2018-11-11,DP->WH
->,A01102,AG0324->P0362,AT05,W0599->AW00150,,1967..1973,1967..1973,,The author was deprived of performing in these plays for her obvious body shape.,,The author was deprived of performing in these plays for her obvious body shape.,W0516->SS00272,509,2,,,,en,2018-11-11,WH,2020-04-04->2018-11-11,DP->WH
->,A01103,AG0324->P0362,AT05,W0600->AW00151,,1966..1976,1966..1976,,An actor in the movie was so popular for his considerate caring towards women which added some humanitarian color to the CR.,,An actor in the movie was so popular for his considerate caring towards women which added some humanitarian color to the CR.,W0516->SS00272,512,2,,,,en,2018-11-11,WH,2020-04-04->2018-11-11,DP->WH
->,A01104,AG0324->P0362,AT01,W0324->PS00547,,1966~,1966~,,The author started to learn Poem with this book when she entered middle school.,SP0446,The author started to learn Poems with this book when she entered middle school.,W0516->SS00272,518,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01105,AG0118->P0133,AT01,W0324->PS00547,,1970~,1970~,,"The author started to write Poems when he was in the second year of middle school, but he had not established the sense of being a poet.",SP0446,"The author started to write Poems when he was in the second year of middle school, but he had not established the sense of being a poet.",W0476->SS00154,531,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01106,AG0116->P0131,AT01,W0324->PS00547,,1970,1970,,The author started to read these books at home when he dropped off from school.,SP0442,The author started to read these books at home when he dropped off from school.,W0475->SS00153,554,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01107,AG0103->P0106,AT05,W0324->PS00547,,1968..1974,1968..1974,,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,SP0055,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,W0419->SS00005,573,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01108,AG0324->P0362,AT05,W0558->AW00109,,197x,197x,,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516->SS00272,518,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
