act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A01675,P1030,AT13,Q0019,,1930..1935~,1930..1935~,,NULL,she writes it into the sand,SS00600,33,F,,,2020-02-06,MG,2020-05-20,MG
A01676,P1061,AT05,PS00087,,1967,1967,,NULL,This is while he listens to his wife who preaches him about how bad his class background is. He thinks to himself that his wife is not even allowed herself to read the Little Red Book.,SS00601,11,F,,,2020-02-24,MG,2020-02-24,MG
A01677,P1060,AT11,PS00857,,1967~,1967~,,NULL,Bai is entrusted with translating the part about the trees and forests (so he says).,SS00601,23,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01678,P1060,AT03,PS00857,P1059,1967~,1967~,,NULL,he lets her keep the book for now but tells her to be cautious.,SS00601,23,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01679,P1060,AT19,PS00857,P1059,1967~,1967~,,NULL,"Bai and Ye are both appalled at the pointless environmental destruction that is taking place in the countryside with the high-speed cutting down of old trees.
Bai also explains that the book was published in 1962 in the West and become very influential. Bai wants to tell the Beijing leadership about the destruction.",SS00601,23,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01680,I0008,AT06,PS00857,,1967~,1967~,,NULL,The book is being prepared for internal publication,SS00601,23,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01681,P1059,AT16,PS00857,,1967~,1967~,,NULL,again an interaction with a book that was life transforming – 1) because of the contents of the book and 2) because of what happened…,SS00601,24,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01682,P1059,AT01,PS00857,,1967~,1967~,,NULL,she is moved by reading the book: “Carson’s deep concern suffused the simple plain sentences.”,SS00601,23,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01683,P1060,AT34,PS00857,,1967~,1967~,,NULL,he writes a letter which is similar to Silent Spring,SS00601,27,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01684,P1060,AT13,PS09999,P1059,1967~,1967~,,NULL,he writes a letter,SS00601,27,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01685,P1059,AT02,PS09999,,1967~,1967~,,NULL,Wenjie reads the letter Bai wrote and offers to handcopy it for him.,SS00601,27,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01686,P1059,AT62,PS09999,,1967~,1967~,,NULL,She gets arrested because she allegedly authored the letter and owned Bai’s copy of the book,SS00601,29,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01687,P1059,AT62,PS00857,,1967~,1967~,,NULL,She gets arrested because she allegedly authored the letter and owned Bai’s copy of the book,SS00601,29,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01688,P1062,AT21,Q0022,,1967~,1967~,,NULL,“The British colonel apparently also understood Chinese. He nodded. ‘To be or not to be…’ he added in English. ‘It’s a matter of life and death.’”,SS00601,58,F,action takes place at L0004,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01689,P1058,AT21,Q0022,,1967~,1967~,,NULL,"Wang and Ding in conversation:“Ding you clearly know a lot more than I do. Can you tell me more? You really believe that the laws of physics are not invariant across time and space?”
“I don’t know anything.” Ding stared into Wang’s eyes for a long time. Finally; he said “But that is the question.”
Wang knew that he was only finishing what the British colonel had begun to say: To be or not to be: that is the question.",SS00601,74,F,,pls check act_start and end,2020-02-24,MG,2020-02-24,MG
A01690,P1059,AT01,PS00858,,1966..1968,1966..1968,,NULL,This paper is crucial for her realization about extraterrestrial life,SS00601,281f,F,,,2020-02-24,MG,2020-02-24,MG
A01691,P0999,AT31,PS09999,P1059,1976..1979,1976..1979,,NULL,Some village kids come with a textbook to Ye Wenjie to seek her help preparing for the National College Entrance Exams,SS00601,314,F,unknown work G20,,2020-02-24,MG,2020-02-24,MG
A01692,P1065,AT22,PS00860,,1966..1976,1966..1976,,NULL,Watching P1064 eat reminds him of the story,SS00602,70,F,,,2020-05-19,MG,2020-05-19,MG
A01693,P1065,AT47,PS00860,P1064,1966..1976,1966..1976,,NULL,'Because I’ve known hunger myself; I especially played up this sensation in my telling’.,SS00602,70,F,,,2020-05-19,MG,2020-05-19,MG
A01694,P1064,AT40,PS09999,,1966..1976,1966..1976,,NULL,he asks the narrator to tell him another story about eating,SS00602,71,F,,,2020-05-19,MG,2020-05-19,MG
A01695,P1064,AT26,PS00860,,1966..1976,1966..1976,,NULL,,SS00602,71,F,,,2020-05-19,MG,2020-05-19,MG
A01696,P1065,AT49,PS00860,,1966..1976,1966..1976,,NULL,'It’s not a story about eating at all;’ I said annoyed. ‘It’s a story about life’.,SS00602,71,F,,,2020-05-19,MG,2020-05-19,MG
A01697,P1065,AT47,PS00806,P1064,1966..1976,1966..1976,,NULL,,SS00602,71,F,,,2020-05-19,MG,2020-05-19,MG
A01698,P1064,AT49,PS00806,,1966..1976,1966..1976,,NULL,WYS takes that not as a story about greed; not about eating,SS00602,71,F,,,2020-05-19,MG,2020-05-19,MG
A01699,P1064,AT47,PS09999,P1065,1966..1976,1966..1976,,NULL,A story about a thrifty housewife who always set aside a bit of rice,SS00602,71f,F,,,2020-05-19,MG,2020-05-19,MG
A01700,P1065,AT49,PS09999,,1966..1976,1966..1976,,NULL,A story about a thrifty housewife who always set aside a bit of rice. N: comments “It’s a story for teaching children to be frugal … This isn’t a story about eating.”,SS00602,71f,F,,,2020-05-19,MG,2020-05-19,MG
A01701,P1065,AT05,PS00861,,1966..1976,1966..1976,,NULL,,SS00602,73,F,,,2020-05-19,MG,2020-05-19,MG
A01702,P1064,AT01,PS09999,,1966..1976,1966..1976,,NULL,A hand-copied book on the art of chess,SS00602,74,F,,,2020-05-19,MG,2020-05-19,MG
A01703,P1064,AT09,PS09999,,1966..1976,1966..1976,,NULL,A hand-copied book on the art of chess,SS00602,74,F,,,2020-05-19,MG,2020-05-19,MG
A01704,P1064,AT12,PS09999,,1966..1976,1966..1976,,NULL,A hand-copied book on the art of chess,SS00602,74,F,,,2020-05-19,MG,2020-05-19,MG
A01705,P1064,AT62,PS09999,,1966..1976,1966..1976,,NULL,A hand-copied book on the art of chess. For having this book on him (considered as one of the Four Olds; destroyed in front of him),SS00602,74,F,,,2020-05-19,MG,2020-05-19,MG
A01706,P0999,AT27,PS09999,P1064,1966..1976,1966..1976,,NULL,A hand-copied book on the art of chess. Borrowed to him by an old srap paper collector > helps him learn; in this context there are references to Daoism,SS00602,74,F,,,2020-05-19,MG,2020-05-19,MG
A01707,P1065,AT24,PS09999,,1966..1976,1966..1976,,NULL,complains about / suffers because of lack of books; movies etc,SS00602,81,F,'There’s enough money; and plenty of rice – that’s not bad – but there’s no oil … Mass cooking gives us a bellyache; The worse thing is that there’s no fun – no books; no electricity; no movies. It’s not easy to go anywhere either. We’re bored to death; stuck here beyond nowhere.’,,2020-05-20,MG,2020-05-20,MG
A01708,P1065,AT24,AW09999,,1966..1976,1966..1976,,NULL,complains about / suffers because of lack of books; movies etc,SS00602,81,F,'There’s enough money; and plenty of rice – that’s not bad – but there’s no oil … Mass cooking gives us a bellyache; The worse thing is that there’s no fun – no books; no electricity; no movies. It’s not easy to go anywhere either. We’re bored to death; stuck here beyond nowhere.’,,2020-05-20,MG,2020-05-20,MG
A01709,P1064,AT45,PS00806,,1966..1976,1966..1976,,NULL,,SS00602,81f,F,‚Or; like Pons? He had enough to eat and drink; he could easily have saved a little; but he suffered from greed. … People should know how to be satisfied – happiness is a full belly at every meal‘.,,2020-05-20,MG,2020-05-20,MG
A01710,P1064,AT50,PS09999,,1966..1976,1966..1976,,NULL,,SS00602,81f,F,"'There’s enough money; and plenty of rice – that’s not bad – but there’s no oil … Mass cooking gives us a bellyache; The worse thing is that there’s no fun – no books; no electricity; no movies. It’s not easy to go anywhere either. We’re bored to death; stuck here beyond nowhere.‘
Wang Yisheng then answers: “You people! … you’ve been spoiled by books. The two stories you told me on the train, I’ve gone over them in my head many times; and actually I like them a lot. You’re not bad; you’ve read plenty of books. But in the end; where do books get you? Yes; a man struggles as hard as he can to stay alive and goes crazy; then gets better and goes on living; but how does he live after that? Or; like Pons? He had enough to eat and drink; he could easily have saved a little; but he suffered from greed. … People should know how to be satisfied – happiness is a full belly at every meal.",,2020-05-20,MG,2020-05-25,MG
A01711,P1065,AT15,PS09999,,1966..1976,1966..1976,,NULL,the value of reading,SS00602,82,F,'So why was I always feeling discontent? Why did I have this urge to read anything could lay my hands on? And films – once the lights turned on it was right back to reality again; so what good was that? Still; there was a vague longing inside me; nothing I could put into words; though I felt it has something to do with living.’,,2020-05-25,MG,2020-05-25,MG
A01712,P1065,AT15,AW09999,,1966..1976,1966..1976,,NULL,,SS00602,82,F,'So why was I always feeling discontent? Why did I have this urge to read anything could lay my hands on? And films – once the lights turned on it was right back to reality again; so what good was that? Still; there was a vague longing inside me; nothing I could put into words; though I felt it has something to do with living.’,,2020-05-25,MG,2020-05-25,MG
A01713,P1065,AT15,PS09999,,1966..1976,1966..1976,,NULL,,SS00602,83,F,"'It seems that playing chess is a good thing. With reading you can’t keep turning the same book over and over in your mind; you keep wanting to read a new one. But with chess you can play around with all kinds of variations.’
Maybe this can be seen as literary statement: playing out variations such as the three kings-stories",,2020-05-25,MG,2020-05-25,MG
A01714,P1065,AT29,PS09999,,1966..1976,1966..1976,,NULL,,SS00602,83,F,Some of the contemplations about the art of chess can also be read in reference to art in general,,2020-05-25,MG,2020-05-25,MG
A01715,P1064,AT16,PS09999,,19xx,19xx,1,NULL,Reading inspired his passion for chess,SS00602,85,F,As a kid; he helped his mother fold paper for a printer – once that was a book on chess. As he had a look at the finished thing… ‘It sounds weird but I found it pretty absorbing. So the next time I was free I went into town to watch people play chess.’,,2020-05-25,MG,2020-05-25,MG
A01716,P1065,AT05,PS09999,,1966..1976,1966..1976,,NULL,Reference to poetry as a sign for cultivation,SS00602,92,F,G10,,2020-05-25,MG,2020-05-25,MG
A01717,P1065,AT05,PS09999,,1966..1976,1966..1976,,NULL,huge scroll with a poem by chairman Mao as decoration,SS00602,101,F,unknown work by P0174; G10,,2020-05-25,MG,2020-05-25,MG
A01718,P1065,AT22,PS09999,,1966..1976,1966..1976,,NULL,recalls earlier readings,SS00602,114,F,unknown works. P1066 mentioned,,2020-05-25,MG,2020-05-25,MG
A01719,P1065,AT22,PS09999,,1966..1976,1966..1976,,NULL,recalls earlier readings,SS00602,114,F,unknown works. P1067 mentioned,,2020-05-25,MG,2020-05-25,MG
A01720,P1071,AT01,PS00087,,195x..196x,195x..196x,1,NULL,in primary school only read this. Only received primary education,SS00604,127,F,,,2020-05-28,MG,2020-05-28,MG
A01721,P1069,AT63,PS00863,,1976,1976,,NULL,pocket size edition,SS00604,129,F,,,2020-05-28,MG,2020-05-28,MG
A01722,P1068,AT05,AW00084,,1976,1976,,NULL,he has a poster of The Red Lantern in his new room. It shows P1075 with red lantern; lower half of the body wishing,SS00604,130,F,,,2020-05-28,MG,2020-05-28,MG
A01723,P0999,AT03,PS09999,P1068,1976,1976,,NULL,a torn textbook. this textbook is then used throughout the story.,SS00604,131,F,unknown work: G20,,2020-05-31,MG,2020-05-31,MG
A01724,P1068,AT40,PS09999,,1976,1976,,NULL,'Why can’t the state print enough books for everyone? It’s not like there’s a shortage of paper! The production team receives piles of Criticism and Study materials. Why can’t they print enough textbooks?’,SS00604,135,F,unknown work: G20,,2020-05-31,MG,2020-05-31,MG
A01725,P1068,AT19,PS09999,P1069,1976,1976,,NULL,"'Hah! Officials without an office and schools without schoolbooks. Is going to school just a big joke then?’ …
‘Why can’t the state print enough books for everyone? It’s not like there’s a shortage of paper! The production team receives piles of Criticism and Study materials. Why can’t they print enough textbooks?’
Chen’s face became stern. ‘Mind what you’re saying; Mass criticism can’t be relaxed; it’s a ‘matter of national interest.’ If there’s a shortage of textbooks; it must be that the country’s in difficulties. A little copying here and there; and we can overcome. Correct?’ …
'Fine; let’s copy’",SS00604,135,F,unknown work: G20,check what word is use for copying here in the Chinese original,2020-05-31,MG,2020-05-31,MG
A01726,P0999,AT02,PS09999,,1976,1976,,NULL,the students copy by hand (no choice) their lesson texts from the blackboard,SS00604,135ff,F,L0005,check page number,2020-05-31,MG,2020-05-31,MG
A01727,P1070,AT56,PS00475,,1976,1976,,NULL,had received a prize in diligence for studying,SS00604,142,F,,,2020-05-31,MG,2020-05-31,MG
A01728,P1070,AT63,PS09999,,1976,1976,,NULL,keeps an excercise book to record and count all characters learned,SS00604,142,F,,,2020-05-31,MG,2020-05-31,MG
A01729,P1068,AT50,PS09999,,1976,1976,,NULL,He feels the kids should learn something more useful to their lives,SS00604,147,F,unknown work: G20,,2020-05-31,MG,2020-05-31,MG
A01730,P1068,AT01,PS09999,,1976,1976,,NULL,the students compositions about their own lives,SS00604,147,F,,,2020-05-31,MG,2020-05-31,MG
A01731,P1068,AT31,PS00863,,19xx,19xx,1,NULL,"He tells a storie about his teacher to his students: allenges his students to open any page – if there is not a single word they don’t know, ;hen they would not have to study any more
",SS00604,148,F,,,2020-05-31,MG,2020-05-31,MG
A01732,P1073,AT27,PS00863,P1068,1976,1976,,NULL,,SS00604,149,F,For N’s promise to write lyrics for her song; small exchange on the value of the book,,2020-05-31,MG,2020-05-31,MG
A01733,P1068,AT64,PS00863,,1976,1976,,NULL,,SS00604,156,F,,,2020-05-31,MG,2020-05-31,MG
A01734,P1068,AT49,PS00863,,1976,1976,,NULL,And finds it ‘more absorbing than a novel’,SS00604,156,F,,,2020-05-31,MG,2020-05-31,MG
A01735,P1068,AT19,PS09999,P0999,1976,1976,,NULL,the value of reading,SS00604,150f,F,'I agree with what you said: the basis of learning is reading and writing;’ Brownie said; sipping the liquor. ‘If you can read and write you can do anything.’  Also literacy,,2020-05-31,MG,2020-05-31,MG
A01736,P1070,AT13,PS09999,,1976,1976,,NULL,his composition about his own live,SS00604,161,F,,,2020-05-31,MG,2020-05-31,MG
A01737,P1068,AT55,PS09999,,1976,1976,,NULL,a student‘s composition,SS00604,161,F,by: P1070; L0005,,2020-05-31,MG,2020-05-31,MG
A01738,P1068,AT54,PS09999,,1976,1976,,NULL,stops teaching the textbook,SS00604,161,F,unknown work: G20,,2020-05-31,MG,2020-05-31,MG
A01739,P1068,AT90,PS00863,P1070,1976,1976,,NULL,,SS00604,168,F,,,2020-05-31,MG,2021-07-31,MG
A01740,P1068,AT02,PS00863,,1976,1976,,NULL,,SS00604,168,F,,check what word is use for copying here in the Chinese original,2020-05-31,MG,2020-05-31,MG
A01741,P1073,AT47,PS09999,,1976,1976,,NULL,she tells a story,SS00604,170,F,,,2020-05-31,MG,2020-05-31,MG
A01742,P1070,AT02,PS00863,,1976,1976,,NULL,,SS00604,171,F,,,2020-05-31,MG,2020-05-31,MG
A01743,P1070,AT09,PS00863,,1976,1976,,NULL,Handcopying as method for memorizing,SS00604,172,F,'copying makes it stick in my head‘,,2020-05-31,MG,2020-05-31,MG
A01744,P1068,AT13,Q0023,,1976,1976,,NULL,,SS00604,174,F,the songtext he had promised to Laidi,,2020-05-31,MG,2020-05-31,MG
A01745,P1068,AT03,Q0023,P1073,1976,1976,,NULL,,SS00604,174,F,,,2020-05-31,MG,2020-05-31,MG
A01746,P1073,AT32,Q0023,,1976,1976,,NULL,,SS00604,174,F,,,2020-05-31,MG,2020-05-31,MG
A01747,P0999,AT28,AW09999,,1976,1976,,NULL,,SS00604,175,F,,,2020-05-31,MG,2020-05-31,MG
A01748,P0999,AT40,PS09999,,1976,1976,,NULL,Expect to be called to write about the film,SS00604,175,F,'Last night’s film? … The newspapers have been commenting on it for years; what’s the point of you writing about it?’,,2020-05-31,MG,2020-05-31,MG
A01749,P1077,AT65,PS00864,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,2020-06-27,MG,2020-06-27,MG
A01750,P1077,AT65,PS00865,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,2020-06-27,MG,2020-06-27,MG
A01751,P1077,AT65,PS00478,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,2020-06-27,MG,2020-06-27,MG
A01752,P1077,AT65,PS00555,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,2020-06-27,MG,2020-06-27,MG
A01753,P1077,AT65,PS00087,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,2020-06-27,MG,2020-06-27,MG
A01754,P1077,AT65,PS00866,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,The presence of the Lin Biao books clearly marks the story as taking place early in the rustication movement; before the 1971 Lin Biao affair.,2020-06-27,MG,2020-06-27,MG
A01755,P1077,AT65,PS09999,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,several volumes; unknown work by P0174; G24 ; This serves to introduce Li Li as ideologically firmly on the official line!,,2020-06-27,MG,2020-06-27,MG
A01756,P1077,AT65,PS00475,,1966..1971,1966..1971,,NULL,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,SS00605,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,2020-06-27,MG,2020-06-27,MG
A01757,P1080,AT05,PS00475,,1966..1971,1966..1971,,NULL,he picks it up,SS00605,6,F,'Suppressing our grins; we told him that it was the Selected Works of Mao Zedong. He replied that he already owned two sets of Mao’s works and would prefer something new; so Li Li took out another book for him’,,2020-06-27,MG,2020-06-27,MG
A01758,P1077,AT03,PS09999,P1080,1966..1971,1966..1971,,NULL,,SS00605,6,F,unknown work; one of the books Li Li  had brought along,,2020-06-27,MG,2020-06-27,MG
A01759,P1076,AT01,PS09999,,1950..1966~,1950..1966~,1,NULL,,SS00605,21,F,unknown work on sharpening knives,"Sharpening knives is his special ability within the team – through that he gets to know Knotty better; and emphasizes physical abilities; connection to the destruction over intellectual abilities;I guess
",2020-06-27,MG,2020-06-27,MG
A01760,P1077,AT21,Q0030,,1966..1971,1966..1971,,NULL,,SS00605,34,F,,,2020-06-27,MG,2020-06-27,MG
A01761,P1077,AT21,Q0031,,1966..1971,1966..1971,,NULL,,SS00605,34,F,,,2020-06-27,MG,2020-06-27,MG
A01762,P1077,AT21,Q0032,,1966..1971,1966..1971,,NULL,,SS00605,34,F,,,2020-06-27,MG,2020-06-27,MG
A01763,P1076,AT55,PS00525,P1080,1966..1971,1966..1971,,NULL,The scene where Song Jiang kills his wife.,SS00605,36,F,'In the city these books were classed as one of the Four Olds and had disappeared without a trace. I never expected to come across a copy here in the wilds; beneath the dim lamplight; the book seemed like a remote memory. I felt the exhaustion of the past few years of revolution in contrast to this old story of murder that was like an unhurried ballad; comforting people.’,A torn lianhuanhua edition – title page apparently missing,2020-06-27,MG,2020-06-27,MG
A01764,P1076,AT49,PS00525,,1966..1971,1966..1971,,NULL,,SS00605,36,F,'In the city these books were classed as one of the Four Olds and had disappeared without a trace. I never expected to come across a copy here in the wilds; beneath the dim lamplight; the book seemed like a remote memory. I felt the exhaustion of the past few years of revolution in contrast to this old story of murder that was like an unhurried ballad; comforting people.’,,2020-06-27,MG,2020-06-27,MG
A01765,P1080,AT05,PS00525,,1966..1971,1966..1971,,NULL,he stores candy wrappings among the pages of his Water Margin copy,SS00605,41,F,,The candy wrappings are precious to him,2020-06-27,MG,2020-06-27,MG
A01766,P1078,AT66,PS09999,,1966..1971,1966..1971,,NULL,he looks at an exercise book covered with numbers,SS00605,50,F,unknown work. G20,,2020-06-27,MG,2020-06-27,MG
A01767,P0999,AT21,Q0033,,1967,1967,,NULL,,SS00606,32,F,"The quotation is from a Jiang Qing speech dated in the story Sept. 5, 1967; and works as a kind of motto to the story: transformation of the artist into a fighter",reading act refers to a German translation of this quotation,2020-07-08,MG,2020-08-05,MG
A01768,P1086,AT21,Q0033,,1967,1967,,NULL,in self-defense,SS00606,34,F,,reading act refers to a German translation of this quotation,2020-07-08,MG,2020-08-05,MG
A01769,P1086,AT21,Q0034,,1967,1967,,NULL,is challenged to quote (with a weapon),SS00606,35,F,,reading act refers to a German translation of this quotation,2020-07-08,MG,2020-08-05,MG
A01770,P1084,AT21,Q0035,,1967,1967,,NULL,,SS00606,37,F,,reading act refers to a German translation of this quotation,2020-07-08,MG,2020-08-05,MG
A01771,P1084,AT09,PS00087,,1967,1967,,NULL,the Lin Biao preface to the new edition at the beginning of the CR,SS00606,40,F,she excels (p.41),,2020-07-08,MG,2020-07-08,MG
A01772,P1084,AT09,PS00475,,1967,1967,,NULL,,SS00606,40,F,she excels (p.41),,2020-07-08,MG,2020-07-08,MG
A01773,P1085,AT45,PS00218,,1967,1967,,NULL,,SS00606,45,F,'Etwas warm geworden; he? Wie steht’s; Lehrer Wang – am Anfang wohl ziemlich ungewohnt? So wird der Stahl gehärtet!‘,,2020-07-08,MG,2020-07-08,MG
A01774,P1085,AT01,PS09999,,1967,1967,,NULL,,SS00606,48,F,letters from P1084,,2020-07-08,MG,2020-07-08,MG
A01775,P1085,AT67,PS09999,,1967,1967,,NULL,Two maple leaves and a letter from Danfeng in his copy of Mao’s words; he reads that together with the new letter after Danfeng’s death,SS00606,48,F,letters from P1084,,2020-07-08,MG,2020-07-08,MG
A01776,P1084,AT21,Q0034,P1085,1967,1967,,NULL,in her new letter,SS00606,48,F,,reading act refers to a German translation of this quotation,2020-07-08,MG,2020-08-05,MG
A01777,P0999,AT21,Q0036,,1967,1967,,NULL,the loudspeakers play a song from The Words of Mao Zedong,SS00606,48-50,F,,reading act refers to a German translation of this quotation,2020-07-08,MG,2020-08-05,MG
A01778,P1088,AT65,PS00870,,1950..1960?,1950..1960?,,NULL,,SS00608,1,F,page numbers refer to sections in the text,,2021-01-18,MG,2021-01-18,MG
A01779,P0999,AT61,PS00870,,1950..1960?,1950..1960?,,NULL,Youth League recommends it,SS00608,1,F,page numbers refer to sections in the text,,2021-01-18,MG,2021-03-18,MG
A01780,P1090,AT01,PS00871,,1950..1960?,1950..1960?,,NULL,Liu says he read all four volumes in one night,SS00608,1,F,page numbers refer to sections in the text,,2021-01-18,MG,2021-01-18,MG
A01781,P1088,AT05,PS09999,,1950..1960?,1950..1960?,,NULL,Lin keeps a diary,SS00608,3,F,page numbers refer to sections in the text. Unknown work G14,,2021-01-18,MG,2021-03-15,MG
A01782,P1089,AT02,PS00872,,1950..1960?,1950..1960?,,NULL,She copies a document,SS00608,2,F,page numbers refer to sections in the text,,2021-01-18,MG,2021-01-18,MG
A01783,P1121,AT17,PS00873,,2046,2046,,NULL,is recited throughout,SS00665,153-196,F,L0010,translation,2021-03-12,MG,2021-03-12,MG
A01784,P1121,AT01,PS00873,,2046,2046,,NULL,is read throughout,SS00665,153-196,F,L0010,translation,2021-03-12,MG,2021-03-12,MG
A01785,P1121,AT45,PS00873,,2046,2046,,NULL,the entire story is an adaptation of 1984,SS00665,153-196,F,L0010,translation,2021-03-12,MG,2021-03-12,MG
A01786,P1123,AT47,PS00873,,2046,2046,,NULL,she remembers the story from an earlier reading,SS00665,180f;185;192,F,L0010,translation,2021-03-12,MG,2021-03-15,MG
A01787,P1121,AT45,PS09999,,2046,2046,,NULL,A. picks Wang Er as his ‘name’ for the Talking Club,SS00665,178,F,L0010; unknown work by P0759,translation,2021-03-15,MG,2021-03-15,MG
A01788,P1124,AT45,PS09999,,1999..2020~,1999..2020~,,NULL,the narrator emphasizes his academic self-image. But in the following he learns that SF imagination; the existence of what was tentatively called ‘venus people’ seem to exist,SS00664,158,F,unknown work G07,reading time; does this IR relate to the English translation? Can’t find it..,2021-03-15,MG,2021-04-15,MG
A01789,P1124,AT45,PS09999,,1999..2020~,1999..2020~,,NULL,comparison: ‘Can they be as evil as in a piece written by a British author’,SS00664,168,F,unknown work G07,reading time; does this IR relate to the English translation? Can’t find it..,2021-03-15,MG,2021-04-15,MG
A01790,P1125,AT45,AW09999,,2040..2060~,2040..2060~,,NULL,He is woken up by the music of Wagner,SS00660,,F,unknown artwork AF05 by P1126,translation? IR at the beginning of chapter 2,2021-03-15,MG,2021-03-15,MG
A01791,P1125,AT45,PS00874,,2040..2060~,2040..2060~,,NULL,IR to Paradise Lost (in the title),SS00660,,F,,translation?,2021-03-15,MG,2021-03-15,MG
A01792,P1128,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,,SS00658,,F,unknown work by P0337,check page number. Translation,2021-03-18,MG,2021-04-15,MG
A01793,P1129,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,as a student of philosophy she studies those authors but they don’t help either,SS00658,,F,unknown work by P0400,check page number. Translation,2021-03-18,MG,2021-04-15,MG
A01794,P1129,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,as a student of philosophy she studies those authors but they don’t help either,SS00658,,F,unknown work by P0392,check page number. Translation,2021-03-18,MG,2021-04-15,MG
A01795,P1129,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,as a student of philosophy she studies those authors but they don’t help either,SS00658,,F,unknown work by P1130,check page number. Translation,2021-03-18,MG,2021-04-15,MG
A01796,P1129,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,as a student of philosophy she studies those authors but they don’t help either,SS00658,,F,unknown work by P1131,check page number. Translation,2021-03-18,MG,2021-04-15,MG
A01797,P1129,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,as a student of philosophy she studies those authors but they don’t help either,SS00658,,F,unknown work by P1132,check page number. Translation,2021-03-18,MG,2021-04-15,MG
A01798,P1129,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,as a student of philosophy she studies those authors but they don’t help either,SS00658,,F,unknown work by P1133,check page number. Translation,2021-03-18,MG,2021-04-15,MG
A01799,P1134,AT65,PS09999,,1966..1976,1966..1976,,NULL,he brought books with him that he meant to study,SS00657,14,F,,,2021-03-23,MG,2021-03-25,MG
A01800,P1135,AT45,Q0034,,1966..1976,1966..1976,,NULL,one guard reprimands Zhu with an unmarked Mao quote,SS00657,23,F,,,2021-03-23,MG,2021-03-25,MG
A01801,P1138,AT45,PS09999,,1966..1976,1966..1976,,NULL,,SS00657,27,F,unknown work by P0800,,2021-03-23,MG,2021-03-25,MG
A01802,P1138,AT45,PS09999,,1966..1976,1966..1976,,NULL,,SS00657,27,F,unknown work by P0178,,2021-03-23,MG,2021-03-25,MG
A01803,P1138,AT45,PS09999,,1966..1976,1966..1976,,NULL,,SS00657,27,F,unknown work by P1136,,2021-03-23,MG,2021-03-25,MG
A01804,P1135,AT17,AW00124,,1966..1976,1966..1976,,NULL,recites two lines from The White Haired Girl,SS00657,28,F,,,2021-03-24,MG,2021-03-25,MG
A01805,P1135,AT45,PS09999,,1966..1976,1966..1976,,NULL,,SS00657,41,F,unknown work by P1137,,2021-03-24,MG,2021-03-25,MG
A01806,P1139,AT32,AW00124,,1966..1976,1966..1976,,NULL,During the fire; he sings in sad and shrill voice,SS00657,42,F,,,2021-03-24,MG,2021-03-25,MG
A01807,P1134,AT22,AW00124,,1966..1976,1966..1976,,NULL,Zhu remembers the quote,SS00657,41,F,,,2021-03-24,MG,2021-03-25,MG
A01808,P1135,AT45,AW00124,,1966..1976,1966..1976,,NULL,Last sentence; pointing beyond the CR,SS00657,44,F,,,2021-03-24,MG,2021-03-25,MG
