act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
A01502,AG0947,AT05,W0865,,1970,1970,,,Lao Ga says that he understood the Ugly Ducking since he was a child,W0790,191,,,,en,2017-12-14,MG,2022-05-16,DP
A01503,AG0947,AT05,W0415,,1970,1970,,,"Lao Ga says that he understood the Ugly Ducking since he was a child, but only now understands the Little Mermaid story",W0790,142,,,,en,2019-06-12,WH,2022-05-16,DP
A01600,AG0682,AT01,W0671,,1966..1976,1966..1976,2,,,W0795,162f,,unknown work by: AG0303,,en,2018-04-06,MG,2022-05-09,DP
A01601,AG0683,AT01,W0671,,1966..1976,1966..1976,2,,,W0795,162f,,unknown work by: AG0305,,en,2018-04-06,MG,2022-05-09,DP
A01602,AG0676,AT01,W0671,,1966..1976,1966..1976,1,,,W0795,162f,,unknown work by: AG0304,,en,2018-04-06,MG,2022-05-09,DP
A01603,AG0682,AT01,W0669,,1966..1976,1966..1976,2,,,W0795,162f,,unknown work by: AG0285,,en,2018-04-06,MG,2022-05-09,DP
A01604,AG0683,AT01,W0669,,1966..1976,1966..1976,2,,,W0795,162f,,unknown work by: AG0237,,en,2018-04-06,MG,2022-05-09,DP
A01605,AG0676,AT01,W0669,,1966..1976,1966..1976,1,,,W0795,162f,,unknown work by: AG0090,,en,2018-04-06,MG,2022-05-09,DP
A01606,AG0682,AT01,W0670,,1966..1976,1966..1976,2,,,W0795,162f,,unknown work by: AG0165,,en,2018-04-06,MG,2022-05-09,DP
A01610,AG0683,AT01,W0670,,1966..1976,1966..1976,2,,,W0795,162f,,unknown work by: AG0209,,en,2018-04-06,MG,2022-05-09,DP
A01611,AG0676,AT01,W0670,,1966..1976,1966..1976,1,,,W0795,162f,,unknown work by: AG0230,,en,2018-04-06,MG,2022-05-09,DP
A01612,AG0682,AT01,W0018,,1966..1976,1966..1976,2,,,W0795,,,,,en,2018-11-04,WH,2022-05-09,DP
A01613,AG0683,AT01,W0018,,1966..1976,1966..1976,2,,,W0795,,,,,en,2018-11-04,WH,2022-05-09,DP
A01614,AG0676,AT01,W0018,,1966..1976,1966..1976,1,,,W0795,ONLINE SOURCE,,,,en,2019-02-25,WH,2022-05-09,DP
A01615,AG0682,AT01,W0324,,1966..1976,1966..1976,2,,,W0795,452,,unknown work by: AG0286,,en,2018-03-21,MG,2022-05-09,DP
A01616,AG0683,AT01,W0324,,1966..1976,1966..1976,2,,,W0795,452,,unknown work by: AG0287,,en,2018-03-21,MG,2022-05-09,DP
A01617,AG0676,AT01,W0324,,1966..1976,1966..1976,1,,,W0795,454,,,,en,2018-03-23,MG,2022-05-09,DP
A01618,AG0676,AT01,W0246,,1966..1976,1966..1976,1,,,W0795,452,,unknown work by: AG0285,,en,2018-03-21,MG,2022-05-09,DP
A01619,AG0686,AT26,W0414,,1930..1935~,1930..1935~,,,he is fond of poetry,W0796,377,F,,,en,2020-02-11,MG,2022-05-09,DP
A01620,AG0685,AT04,W0414,,1930..1935~,1930..1935~,,,She liked to study and was especially fond of works of literature that helped to develop her fertile imagination or gave her a vision of a splendid future,W0796,23,F,,pls check act_start and end,en,2020-02-24,MG,2022-05-09,DP
A01621,AG0685,AT26,W0414,,1930..1935~,1930..1935~,,,she is fond of poetry,W0796,23,F,,pls check act_start and end,en,2020-02-24,MG,2022-05-09,DP
A01622,AG0685,AT26,W0414,,1930..1935~,1930..1935~,,,She liked to study and was especially fond of works of literature that helped to develop her fertile imagination or gave her a vision of a splendid future,W0796,27,F,,pls check act_start and end,en,2020-02-24,MG,2022-05-09,DP
A01623,AG0685,AT45,W0414,,1930..1935~,1930..1935~,,,,W0796,314,F,unknown work G20,,en,2020-02-24,MG,2022-05-09,DP
A01624,AG0685,AT21,W0885,,1930..1935~,1930..1935~,,,,W0796,36,F,'In the city these books were classed as one of the Four Olds and had disappeared without a trace. I never expected to come across a copy here in the wilds; beneath the dim lamplight; the book seemed like a remote memory. I felt the exhaustion of the past few years of revolution in contrast to this old story of murder that was like an unhurried ballad; comforting people.’,A torn lianhuanhua edition – title page apparently missing,en,2020-06-27,MG,2022-05-09,DP
A01625,AG0686,AT59,W0160,AG0685,1930..1935~,1930..1935~,,,,W0796,175,,,,en,2019-12-05,MG,2022-05-09,DP
A01626,AG0686,AT59,W0112,AG0685,1930..1935~,1930..1935~,,,,W0796,43,,,,en,2017-08-31,MG,2022-05-09,DP
A01627,AG0686,AT59,W0673,AG0685,1930..1935~,1930..1935~,,,,W0796,175,,,,en,2019-12-05,MG,2022-05-09,DP
A01628,AG0686,AT59,W0414,AG0685,1930..1935~,1930..1935~,,,,W0796,9,F,,,en,2019-12-05,MG,2022-05-09,DP
A01629,AG0686,AT59,W0414,AG0685,1930..1935~,1930..1935~,,,,W0796,9,F,,,en,2019-11-18,MG,2022-05-09,DP
A01630,AG0686,AT59,W0038,AG0685,1930..1935~,1930..1935~,,,,W0796,573,,unknown work by: AG0485 a collection of his paintings,,en,2018-12-12,MG,2022-05-09,DP
A01631,AG0686,AT59,W0142,AG0685,1930..1935~,1930..1935~,,,,W0796,119,,,,en,2017-08-31,MG,2022-05-09,DP
A01632,AG0686,AT59,W0414,AG0685,1930..1935~,1930..1935~,,,,W0796,9,F,,,en,2019-11-22,MG,2022-05-09,DP
A01633,AG0686,AT17,W0877,,1930..1935~,1930..1935~,,,,W0796,131,F,unknown work: G20,,en,2020-05-31,MG,2022-05-09,DP
A01634,AG0685,AT47,W0414,,1930..1935~,1930..1935~,,,she tells stories to children she teaches,W0796,71,F,,,en,2020-05-19,MG,2022-05-09,DP
A01635,AG0685,AT47,W0414,,1930..1935~,1930..1935~,,,she tells stories to children she teaches,W0796,70,F,,,en,2020-05-19,MG,2022-05-09,DP
A01636,AG0685,AT47,W0414,,1930..1935~,1930..1935~,,,she tells stories to children she teaches,W0796,74,F,,,en,2020-05-19,MG,2022-05-09,DP
A01637,AG0685,AT47,W0679,,1930..1935~,1930..1935~,,,she tells stories to children she teaches,W0796,110,F,,,en,2020-02-07,MG,2022-05-09,DP
A01638,AG0685,AT47,W0680,,1930..1935~,1930..1935~,,,she tells stories to children she teaches,W0796,43,F,,,en,2020-02-06,MG,2022-05-09,DP
A01639,AG0685,AT15,W0554,,1930..1935~,1930..1935~,,,they have a portrait of Tolstoy in old age on the wall of their room,W0796,66f,F,,,en,2019-08-03,MG,2022-05-09,DP
A01640,AG0686,AT15,W0554,,1930..1935~,1930..1935~,,,they have a portrait of Tolstoy in old age on the wall of their room,W0796,113;116,F,,,en,2019-08-03,MG,2022-05-09,DP
A01641,AG0687,AT61,W0681,AG0685,1930..1935~,1930..1935~,,,,W0796,175,,,,en,2019-12-05,MG,2022-05-09,DP
A01642,AG0687,AT61,W0682,AG0685,1930..1935~,1930..1935~,,,,W0796,9,F,,,en,2019-11-22,MG,2022-05-09,DP
A01643,AG0687,AT61,W0153,AG0685,1930..1935~,1930..1935~,,,,W0796,133f,,,,en,2018-04-03,MG,2022-05-09,DP
A01644,AG0686,AT45,W0161,,1930..1935~,1930..1935~,,,,W0796,43,F,,,en,2020-02-06,MG,2022-05-09,DP
A01645,AG0685,AT16,W0123,,1930..1935~,1930..1935~,,,she experiences reading as liberating,W0796,43,F,,,en,2020-02-06,MG,2022-05-09,DP
A01646,AG0685,AT16,W0682,,1930..1935~,1930..1935~,,,she experiences reading as liberating,W0796,43,F,,,en,2020-02-06,MG,2022-05-09,DP
A01647,AG0685,AT01,W0886,,1930..1935~,1930..1935~,,,,W0796,6,F,unknown work; one of the books Li Li  had brought along,,en,2020-06-27,MG,2022-05-09,DP
A01648,AG0685,AT01,W0074,,1930..1935~,1930..1935~,,,,W0796,5,F,T Z: ‘How could you know that Song Baoqi and his fellows did not read it as a ‘pornographic book’? The phenomena of life were complicated. The encounters of this copy of The Gadfly were bizarre enough. Children like Xie Huimin who were still quite naïve would need ample time and a proper place to understand the exceedingly complicated life and the literary works that included both treasures and trash’,,en,2019-11-09,MG,2022-05-09,DP
A01649,AG0685,AT01,W0683,,1930..1935~,1930..1935~,,,,W0796,110,F,,,en,2020-02-07,MG,2022-05-09,DP
A01650,AG0614,AT58,W0105,AG0934,1974,1974,,,centered around the writers of the Li Yizhe group Sasha Gong and about 2 dozen others met once or twice a week to exchange books and ideas these were their favorites,W0523,112,,,,en,2018-06-04,MG,2022-05-09,DP
A01651,AG0614,AT58,W0413,AG0934,1974,1974,,,centered around the writers of the Li Yizhe group Sasha Gong and about 2 dozen others met once or twice a week to exchange books and ideas these were their favorites,W0523,112,,,,en,2019-01-08,DM,2022-05-09,DP
A01652,AG0614,AT58,W0009,AG0934,1974,1974,,,centered around the writers of the Li Yizhe group Sasha Gong and about 2 dozen others met once or twice a week to exchange books and ideas these were their favorites,W0523,24,,,,en,2019-06-10,WH,2022-05-09,DP
A01653,AG0687,AT04,W0685,,1930..1935~,1930..1935~,,,talks about it as a guide for action,W0796,110,F,,,en,2020-02-07,MG,2022-05-09,DP
A01654,AG0675,AT58,W0667,AG0935,1977,1977,,,,W0795,532,,,,en,2018-05-15,MG,2022-05-09,DP
A01655,AG0685,AT01,W0686,,1930..1935~,1930..1935~,,,after supper,W0796,43,F,unknown work by: P1041; G09,,en,2020-02-06,MG,2022-05-09,DP
A01656,AG0685,AT57,W0693,,1930..1935~,1930..1935~,,,she tries to read it,W0796,43,F,unknown work by: P0656; G09,,en,2020-02-06,MG,2022-05-09,DP
A01657,AG0626,AT26,W0695,,1930..1935~,1930..1935~,,,landlord children like the book,W0796,43,F,unknown work by: P0001,,en,2020-02-06,MG,2022-05-09,DP
A01658,AG0685,AT22,W0696,,1930..1935~,1930..1935~,,,,W0796,444,F,,,en,2020-02-11,MG,2022-05-09,DP
A01659,AG0685,AT61,W0711,AG0691,1930..1935~,1930..1935~,,,,W0796,115,F,,,en,2019-08-03,MG,2022-05-09,DP
A01660,AG0685,AT61,W0123,AG0691,1930..1935~,1930..1935~,,,,W0796,56,F,,,en,2019-08-03,MG,2022-05-09,DP
A01661,AG0685,AT61,W0697,AG0691,1930..1935~,1930..1935~,,,,W0796,115,F,,,en,2019-08-03,MG,2022-05-09,DP
A01662,AG0685,AT61,W0698,AG0691,1930..1935~,1930..1935~,,,,W0796,115,F,,,en,2019-08-03,MG,2022-05-09,DP
A01663,AG0685,AT22,W0881,,1930..1935~,1930..1935~,,,,W0796,168,F,,,en,2020-05-31,MG,2022-05-09,DP
A01664,AG0691,AT01,W0698,,1930..1935~,1930..1935~,,,reads it one year later,W0796,377,F,,,en,2020-02-11,MG,2022-05-09,DP
A01665,AG0685,AT19,W0699,AG0688,1930..1935~,1930..1935~,,,,W0796,150f,F,'I agree with what you said: the basis of learning is reading and writing;’ Brownie said; sipping the liquor. ‘If you can read and write you can do anything.’  Also literacy,,en,2020-05-31,MG,2022-05-09,DP
A01666,AG0685,AT19,W0414,AG0688,1930..1935~,1930..1935~,,,,W0796,115,F,,,en,2019-08-03,MG,2022-05-09,DP
A01667,AG0685,AT01,W0697,,1930..1935~,1930..1935~,,,as part of her morning routine; reads for 2 hours,W0796,444,F,unknown work by: I0008 G26,,en,2020-02-11,MG,2022-05-09,DP
A01668,AG0626,AT55,W0414,,1930..1935~,1930..1935~,,,read out at a meeting,W0796,71f,F,,,en,2020-05-19,MG,2022-05-09,DP
A01669,AG0711,AT13,W0707,,1930..1935~,1930..1935~,,,,W0796,377,F,,,en,2020-02-11,MG,2022-05-09,DP
A01670,AG0711,AT17,W0707,,1930..1935~,1930..1935~,,,,W0796,377,F,,,en,2020-02-11,MG,2022-05-09,DP
A01671,AG0690,AT20,W0643,,1930..1935~,1930..1935~,,,,W0796,61,F,,,en,2019-08-03,MG,2022-05-09,DP
A01672,AG0686,AT17,W0879,,1930..1935~,1930..1935~,,,to himself,W0796,135,F,unknown work: G20,check what word is use for copying here in the Chinese original,en,2020-05-31,MG,2022-05-09,DP
A01673,AG0687,AT16,W0414,,1930..1935~,1930..1935~,,,,W0796,149,F,For N’s promise to write lyrics for her song; small exchange on the value of the book,,en,2020-05-31,MG,2022-05-09,DP
A01674,AG0685,AT05,W0258,,1930..1935~,1930..1935~,,,she hides her face behind the book,W0796,43,F,,,en,2020-02-06,MG,2022-05-09,DP
A01675,AG0685,AT13,W0884,,1930..1935~,1930..1935~,,,she writes it into the sand,W0796,174,F,,,en,2020-05-31,MG,2022-05-09,DP
A01676,AG0716,AT05,W0044,,1967,1967,,,This is while he listens to his wife who preaches him about how bad his class background is. He thinks to himself that his wife is not even allowed herself to read the Little Red Book.,W0797,130,F,,,en,2020-05-28,MG,2022-05-09,DP
A01677,AG0715,AT11,W0713,,1967~,1967~,,,Bai is entrusted with translating the part about the trees and forests (so he says).,W0797,28,F,,,en,2021-03-24,MG,2022-05-09,DP
A01678,AG0715,AT03,W0713,AG0714,1967~,1967~,,,he lets her keep the book for now but tells her to be cautious.,W0797,48,F,,reading act refers to a German translation of this quotation,en,2020-07-08,MG,2022-05-09,DP
A01679,AG0715,AT19,W0713,AG0714,1967~,1967~,,,Bai and Ye are both appalled at the pointless environmental destruction that is taking place in the countryside with the high-speed cutting down of old trees. Bai also explains that the book was published in 1962 in the West and become very influential. Bai wants to tell the Beijing leadership about the destruction.,W0797,50,F,,,en,2021-03-26,MG,2022-05-09,DP
A01680,AG0634,AT06,W0713,,1967~,1967~,,,The book is being prepared for internal publication,W0797,42,F,,,en,2021-03-24,MG,2022-05-09,DP
A01681,AG0714,AT16,W0713,,1967~,1967~,,,again an interaction with a book that was life transforming – 1) because of the contents of the book and 2) because of what happened…,W0797,41,F,,,en,2021-03-24,MG,2022-05-09,DP
A01682,AG0714,AT01,W0713,,1967~,1967~,,,she is moved by reading the book: “Carson’s deep concern suffused the simple plain sentences.”,W0797,44,F,,,en,2021-03-24,MG,2022-05-09,DP
A01683,AG0715,AT34,W0713,,1967~,1967~,,,he writes a letter which is similar to Silent Spring,W0797,41,F,,,en,2019-08-03,MG,2022-05-09,DP
A01684,AG0715,AT13,W0414,AG0714,1967~,1967~,,,he writes a letter,W0797,125,F,,Translation,en,2021-04-15,MG,2022-05-09,DP
A01685,AG0714,AT02,W0414,,1967~,1967~,,,Wenjie reads the letter Bai wrote and offers to handcopy it for him.,W0797,41,F,,,en,2019-08-03,MG,2022-05-09,DP
A01686,AG0714,AT62,W0414,,1967~,1967~,,,She gets arrested because she allegedly authored the letter and owned Bai’s copy of the book,W0797,999,F,,check page number. Maybe 116-144,en,2020-02-11,MG,2022-05-09,DP
A01687,AG0714,AT62,W0713,,1967~,1967~,,,She gets arrested because she allegedly authored the letter and owned Bai’s copy of the book,W0797,41,F,,,en,2019-08-03,MG,2022-05-09,DP
A01688,AG0717,AT21,W0887,,1967~,1967~,,,“The British colonel apparently also understood Chinese. He nodded. ‘To be or not to be…’ he added in English. ‘It’s a matter of life and death.’”,W0797,81,F,,Translation,en,2021-07-09,MG,2022-05-09,DP
A01689,AG0713,AT21,W0887,,1967~,1967~,,,Wang and Ding in conversation: 'Ding you clearly know a lot more than I do. Can you tell me more? You really believe that the laws of physics are not invariant across time and space?' 'I don’t know anything.' Ding stared into Wang’s eyes for a long time. Finally; he said 'But that is the question.' Wang knew that he was only finishing what the British colonel had begun to say: To be or not to be: that is the question.,W0797,333,F,,Translation,en,2021-06-15,MG,2022-05-09,DP
A01690,AG0714,AT01,W0714,,1966..1968,1966..1968,,,This paper is crucial for her realization about extraterrestrial life,W0797,41,F,,,en,2019-08-03,MG,2022-05-09,DP
A01691,AG0626,AT31,W0414,AG0714,1976..1979,1976..1979,,,Some village kids come with a textbook to Ye Wenjie to seek her help preparing for the National College Entrance Exams,W0797,,F,unknown artwork AF05 by P1160,Translation,en,2021-06-05,MG,2022-05-09,DP
A01692,AG0720,AT22,W0715,,1966..1976,1966..1976,,,Watching P1064 eat reminds him of the story,W0798,439,F,,Translation,en,2021-07-21,MG,2022-05-09,DP
A01693,AG0720,AT47,W0715,AG0719,1966..1976,1966..1976,,,'Because I’ve known hunger myself; I especially played up this sensation in my telling’.,W0798,13,F,,Translation,en,2021-07-10,MG,2022-05-09,DP
A01694,AG0719,AT40,W0414,,1966..1976,1966..1976,,,he asks the narrator to tell him another story about eating,W0798,81,F,'There’s enough money; and plenty of rice – that’s not bad – but there’s no oil … Mass cooking gives us a bellyache; The worse thing is that there’s no fun – no books; no electricity; no movies. It’s not easy to go anywhere either. We’re bored to death; stuck here beyond nowhere.’,,en,2020-05-20,MG,2022-05-09,DP
A01695,AG0719,AT26,W0715,,1966..1976,1966..1976,,,,W0798,420,F,,Translation,en,2021-07-21,MG,2022-05-09,DP
A01696,AG0720,AT49,W0715,,1966..1976,1966..1976,,,It’s not a story about eating at all; I said annoyed. It’s a story about life.,W0798,81,F,unknown artwork AF01; a portrait of P0323,,en,2020-02-07,MG,2022-05-09,DP
A01697,AG0720,AT47,W0661,AG0719,1966..1976,1966..1976,,,,W0798,333,F,,Translation,en,2021-06-15,MG,2022-05-09,DP
A01698,AG0719,AT49,W0661,,1966..1976,1966..1976,,,WYS takes that not as a story about greed; not about eating,W0798,39,F,,Translation,en,2021-07-10,MG,2022-05-09,DP
A01699,AG0719,AT47,W0414,AG0720,1966..1976,1966..1976,,,A story about a thrifty housewife who always set aside a bit of rice,W0798,13,F,,Translation,en,2021-07-10,MG,2022-05-09,DP
A01700,AG0720,AT49,W0414,,1966..1976,1966..1976,,,A story about a thrifty housewife who always set aside a bit of rice. N: comments “It’s a story for teaching children to be frugal … This isn’t a story about eating.”,W0798,82,F,'So why was I always feeling discontent? Why did I have this urge to read anything could lay my hands on? And films – once the lights turned on it was right back to reality again; so what good was that? Still; there was a vague longing inside me; nothing I could put into words; though I felt it has something to do with living.’,,en,2020-05-25,MG,2022-05-09,DP
A01701,AG0720,AT05,W0716,,1966..1976,1966..1976,,,,W0798,81,F,unknown artwork AF01; a portrait of P0323,,en,2020-02-07,MG,2022-05-09,DP
A01702,AG0719,AT01,W0414,,1966..1976,1966..1976,,,A hand-copied book on the art of chess,W0798,175,F,,,en,2020-05-31,MG,2022-05-09,DP
A01703,AG0719,AT09,W0414,,1966..1976,1966..1976,,,A hand-copied book on the art of chess,W0798,,F,unknown artwork AF05 by P1126,translation? IR at the beginning of chapter 2,en,2021-03-15,MG,2022-05-09,DP
A01704,AG0719,AT12,W0414,,1966..1976,1966..1976,,,A hand-copied book on the art of chess,W0798,82,F,unknown artwork by P0660; AF01,Translation,en,2021-07-09,MG,2022-05-09,DP
A01705,AG0719,AT62,W0414,,1966..1976,1966..1976,,,A hand-copied book on the art of chess. For having this book on him (considered as one of the Four Olds; destroyed in front of him),W0798,82,F,unknown artwork by P0654; AF01,Translation,en,2021-07-09,MG,2022-05-09,DP
A01706,AG0626,AT27,W0414,AG0719,1966..1976,1966..1976,,,A hand-copied book on the art of chess. Borrowed to him by an old srap paper collector > helps him learn; in this context there are references to Daoism,W0798,13,F,,Translation,en,2021-07-10,MG,2022-05-09,DP
A01707,AG0720,AT24,W0414,,1966..1976,1966..1976,,,complains about / suffers because of lack of books; movies etc,W0798,82,F,unknown artwork by P1220; AF01,Translation,en,2021-07-09,MG,2022-05-09,DP
A01708,AG0720,AT24,W0554,,1966..1976,1966..1976,,,complains about / suffers because of lack of books; movies etc,W0798,13,F,,Translation,en,2021-07-10,MG,2022-05-09,DP
A01709,AG0719,AT45,W0661,,1966..1976,1966..1976,,,,W0798,434,F,,Translation,en,2021-07-21,MG,2022-05-09,DP
A01710,AG0719,AT50,W0414,,1966..1976,1966..1976,,,,W0798,82,F,unknown artwork by P1221 ;AF01,Translation,en,2021-07-09,MG,2022-05-09,DP
A01711,AG0720,AT15,W0414,,1966..1976,1966..1976,,,the value of reading,W0798,82,F,unknown artwork by P1222 ; AF01,Translation,en,2021-07-09,MG,2022-05-09,DP
A01712,AG0720,AT15,W0554,,1966..1976,1966..1976,,,,W0798,39,F,,Translation,en,2021-07-10,MG,2022-05-09,DP
A01713,AG0720,AT15,W0414,,1966..1976,1966..1976,,,,W0798,82,F,unknown artwork by P1223 ; AF01,Translation,en,2021-07-09,MG,2022-05-09,DP
A01714,AG0720,AT29,W0414,,1966..1976,1966..1976,,,,W0798,82,F,unknown artwork by P1224 ;AF01,Translation,en,2021-07-09,MG,2022-05-09,DP
A01715,AG0719,AT16,W0414,,19xx,19xx,1,,Reading inspired his passion for chess,W0798,57,F,unknown artwork by P0095; AF05,Translation,en,2021-07-09,MG,2022-05-09,DP
A01716,AG0720,AT05,W0414,,1966..1976,1966..1976,,,Reference to poetry as a sign for cultivation,W0798,57,F,unknown artwork by P0663; AF05,Translation,en,2021-07-09,MG,2022-05-09,DP
A01717,AG0720,AT05,W0414,,1966..1976,1966..1976,,,huge scroll with a poem by chairman Mao as decoration,W0798,104,F,unknown artwork by I0002 ; AF05,Translation,en,2021-07-10,MG,2022-05-09,DP
A01718,AG0720,AT22,W0414,,1966..1976,1966..1976,,,recalls earlier readings,W0798,104,F,unknown artwork; AF05,Translation,en,2021-07-10,MG,2022-05-09,DP
A01719,AG0720,AT22,W0414,,1966..1976,1966..1976,,,recalls earlier readings,W0798,13,F,unknown artwork by P1241,Translation,en,2021-07-10,MG,2022-05-09,DP
A01720,AG0726,AT01,W0044,,195x..196x,195x..196x,1,,in primary school only read this. Only received primary education,W0800,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,en,2020-06-27,MG,2022-05-09,DP
A01721,AG0724,AT63,W0718,,1976,1976,,,pocket size edition,W0800,401,F,,Translation,en,2021-05-05,MG,2022-05-09,DP
A01722,AG0723,AT05,W0536,,1976,1976,,,he has a poster of The Red Lantern in his new room. It shows P1075 with red lantern; lower half of the body wishing,W0800,11,F,,,en,2020-02-24,MG,2022-05-09,DP
A01723,AG0626,AT03,W0414,AG0723,1976,1976,,,a torn textbook. this textbook is then used throughout the story.,W0800,9,F,they have the habit of lively academic exchange on readings etc. i.e. Shi Hong is widely read and an independent thinker,,en,2019-11-25,MG,2022-05-09,DP
A01724,AG0723,AT40,W0414,,1976,1976,,,Why can’t the state print enough books for everyone? It’s not like there’s a shortage of paper! The production team receives piles of Criticism and Study materials. Why can’t they print enough textbooks?,W0800,5,F,,,en,2019-11-08,MG,2022-05-09,DP
A01725,AG0723,AT19,W0414,AG0724,1976,1976,,,Hah! Officials without an office and schools without schoolbooks. Is going to school just a big joke then? … Why can’t the state print enough books for everyone? It’s not like there’s a shortage of paper! The production team receives piles of Criticism and Study materials. Why can’t they print enough textbooks? Chen’s face became stern. Mind what you’re saying; Mass criticism can’t be relaxed; it’s a matter of national interest. If there’s a shortage of textbooks; it must be that the country’s in difficulties. A little copying here and there; and we can overcome. Correct? … Fine; let’s copy,W0800,9,F,they have the habit of lively academic exchange on readings etc. i.e. Shi Hong is widely read and an independent thinker,,en,2019-11-25,MG,2022-05-09,DP
A01726,AG0626,AT02,W0414,,1976,1976,,,the students copy by hand (no choice) their lesson texts from the blackboard,W0800,5,F,,,en,2019-11-08,MG,2022-05-09,DP
A01727,AG0725,AT56,W0255,,1976,1976,,,had received a prize in diligence for studying,W0800,40,F,she excels (p.41),,en,2020-07-08,MG,2022-05-09,DP
A01728,AG0725,AT63,W0414,,1976,1976,,,keeps an excercise book to record and count all characters learned,W0800,5,F,,,en,2019-11-08,MG,2022-05-09,DP
A01729,AG0723,AT50,W0414,,1976,1976,,,He feels the kids should learn something more useful to their lives,W0800,5,F,,,en,2019-11-08,MG,2022-05-09,DP
A01730,AG0723,AT01,W0414,,1976,1976,,,the students compositions about their own lives,W0800,5,F,,,en,2019-11-08,MG,2022-05-09,DP
A01731,AG0723,AT31,W0718,,19xx,19xx,1,,He tells a storie about his teacher to his students: allenges his students to open any page – if there is not a single word they don’t know; then they would not have to study any more,W0800,128,F,,Translation; Reading time?,en,2021-06-14,MG,2022-05-13,DP
A01732,AG0728,AT27,W0718,AG0723,1976,1976,,,,W0800,182f,F,,,en,2019-08-03,MG,2022-05-09,DP
A01733,AG0723,AT64,W0718,,1976,1976,,,,W0800,128,F,PL0050,Translation; Reading time?,en,2021-06-14,MG,2022-05-09,DP
A01734,AG0723,AT49,W0718,,1976,1976,,,And finds it 'more absorbing than a novel',W0800,128,F,PL0050,Translation; Reading time?,en,2021-06-14,MG,2022-05-13,DP
A01735,AG0723,AT19,W0414,AG0626,1976,1976,,,the value of reading,W0800,46,F,unknown artwork AF05,Translation,en,2021-07-19,MG,2022-05-09,DP
A01736,AG0725,AT13,W0414,,1976,1976,,,his composition about his own live,W0800,5,F,,,en,2019-11-09,MG,2022-05-09,DP
A01737,AG0723,AT55,W0414,,1976,1976,,,a student‘s composition,W0800,5,F,SS00264 : p.98: ‘I heard my father and mother say that The Gadfly is worth reading! These last couple of days I have been reading How the Steel was Tempered. In the novel Pavel Korchagin is a proletarian hero but he especially admires ‘the gadfly’…’,,en,2019-11-09,MG,2022-05-09,DP
A01738,AG0723,AT54,W0414,,1976,1976,,,stops teaching the textbook,W0800,5,F,,,en,2019-11-09,MG,2022-05-09,DP
A01739,AG0723,AT90,W0718,AG0725,1976,1976,,,,W0800,9,F,they have the habit of lively academic exchange on readings etc. i.e. Shi Hong is widely read and an independent thinker,,en,2019-11-25,MG,2022-05-09,DP
A01740,AG0723,AT02,W0718,,1976,1976,,,,W0800,340,F,,Translation,en,2021-06-15,MG,2022-05-09,DP
A01741,AG0728,AT47,W0414,,1976,1976,,,she tells a story,W0800,6,F,,,en,2019-11-09,MG,2022-05-09,DP
A01742,AG0725,AT02,W0718,,1976,1976,,,,W0800,116,F,,,en,2020-02-11,MG,2022-05-09,DP
A01743,AG0725,AT09,W0718,,1976,1976,,,Handcopying as method for memorizing,W0800,5,F,,,en,2019-11-08,MG,2022-05-09,DP
A01744,AG0723,AT13,W0888,,1976,1976,,,,W0800,6,F,in the end he and his friends did not sell it for fear of being found out,,en,2019-11-09,MG,2022-05-09,DP
A01745,AG0723,AT03,W0888,AG0728,1976,1976,,,,W0800,55,F,,,en,2019-08-03,MG,2022-05-09,DP
A01746,AG0728,AT32,W0888,,1976,1976,,,,W0800,6,F,,,en,2019-11-18,MG,2022-05-09,DP
A01747,AG0626,AT28,W0554,,1976,1976,,,,W0800,127,F,,,en,2020-05-28,MG,2022-05-09,DP
A01748,AG0626,AT40,W0414,,1976,1976,,,Expect to be called to write about the film,W0800,6,F,'I turned some pages. I did not understand it.’ (SS00264 : p.102),,en,2019-11-09,MG,2022-05-09,DP
A01749,AG0732,AT65,W0719,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,405,F,,Translation,en,2021-05-05,MG,2022-05-09,DP
A01750,AG0732,AT65,W0720,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,405,F,,Translation,en,2021-05-05,MG,2022-05-09,DP
A01751,AG0732,AT65,W0258,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,115,F,,,en,2020-02-11,MG,2022-05-09,DP
A01752,AG0732,AT65,W0332,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,56,F,,,en,2021-03-26,MG,2022-05-09,DP
A01753,AG0732,AT65,W0044,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,5,F,,,en,2019-11-09,MG,2022-05-09,DP
A01754,AG0732,AT65,W0721,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,351,F,,Translation,en,2021-06-15,MG,2022-05-09,DP
